latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-23.53,-60.406,326.1,1.3,1.1,2016-12-15,1735,A,69,6.0NRT,311,15.6,D
-23.532,-60.419,331.7,1.3,1.1,2016-12-15,1735,A,82,6.0NRT,314.4,23.9,D
-23.481,-60.177,319.2,1.2,1.1,2016-12-15,1735,A,58,6.0NRT,307.4,11.2,D
-23.483,-60.189,322.8,1.2,1.1,2016-12-15,1735,A,72,6.0NRT,308.8,15.2,D
-23.569,-60.897,321.7,1.4,1.2,2016-12-15,1735,A,64,6.0NRT,311.3,14.1,D
-23.449,-60.243,333.4,1.2,1.1,2016-12-15,1735,A,84,6.0NRT,309.3,31.9,D
-23.456,-60.893,321,1.4,1.2,2016-12-15,1735,A,66,6.0NRT,306.5,15.2,D
-23.458,-60.906,333,1.4,1.2,2016-12-15,1735,A,83,6.0NRT,309.4,36.9,D
-23.399,-60.508,331.7,1.3,1.1,2016-12-15,1735,A,82,6.0NRT,306.3,32.5,D
-23.408,-60.846,359.3,1.3,1.1,2016-12-15,1735,A,99,6.0NRT,312.5,113.4,D
-23.41,-60.859,325.3,1.3,1.1,2016-12-15,1735,A,68,6.0NRT,309.9,19.6,D
-23.411,-60.837,340,1.3,1.1,2016-12-15,1735,A,88,6.0NRT,312.6,50,D
-23.413,-60.85,342.6,1.3,1.1,2016-12-15,1735,A,90,6.0NRT,312.9,55.5,D
-23.141,-60.808,327.1,1.3,1.1,2016-12-15,1735,A,73,6.0NRT,310,19.7,D
-23.143,-60.821,327.9,1.3,1.1,2016-12-15,1735,A,76,6.0NRT,310,22.8,D
-23.102,-61.075,321.6,1.4,1.2,2016-12-15,1735,A,64,6.0NRT,310.6,13.6,D
-22.755,-59.025,319.8,1.1,1,2016-12-15,1735,A,70,6.0NRT,307.8,11.2,D
-22.744,-59.016,318.4,1.1,1,2016-12-15,1735,A,52,6.0NRT,305.5,8.6,D
-22.745,-59.027,354,1.1,1,2016-12-15,1735,A,97,6.0NRT,309.3,70.1,D
-22.747,-59.037,328.5,1.1,1,2016-12-15,1735,A,81,6.0NRT,306.1,20.4,D
-22.946,-61.485,334.8,1.4,1.2,2016-12-15,1735,A,83,6.0NRT,315,39.1,D
-22.943,-61.491,331.4,1.4,1.2,2016-12-15,1735,A,77,6.0NRT,314.6,28.3,D
-23.144,-64.325,316.1,2.3,1.5,2016-12-15,1735,A,17,6.0NRT,301.3,23.1,D
-22.822,-61.615,359.2,1.5,1.2,2016-12-15,1735,A,99,6.0NRT,315.7,120.1,D
-22.824,-61.63,336.9,1.5,1.2,2016-12-15,1735,A,85,6.0NRT,314.3,41.4,D
-22.811,-61.617,327,1.5,1.2,2016-12-15,1735,A,64,6.0NRT,315.4,17.7,D
-22.813,-61.631,327.4,1.5,1.2,2016-12-15,1735,A,65,6.0NRT,312.5,20,D
-22.285,-59.161,337.5,1.1,1,2016-12-15,1735,A,87,6.0NRT,310.9,33.3,D
-22.28,-59.167,328,1.1,1,2016-12-15,1735,A,78,6.0NRT,310.9,20.2,D
-22.321,-59.618,322.7,1.1,1.1,2016-12-15,1735,A,65,6.0NRT,310.1,8.1,D
-22.041,-58.292,328.5,1,1,2016-12-15,1735,A,78,6.0NRT,305.7,19.6,D
-22.042,-58.302,365.2,1,1,2016-12-15,1735,A,100,6.0NRT,309.3,95.4,D
-22.167,-59.224,329,1.1,1,2016-12-15,1735,A,79,6.0NRT,309.3,17.9,D
-22.03,-58.284,372.8,1,1,2016-12-15,1735,A,100,6.0NRT,309.9,122.2,D
-22.032,-58.294,382.2,1,1,2016-12-15,1735,A,100,6.0NRT,312.3,159.4,D
-22.033,-58.304,391.2,1,1,2016-12-15,1735,A,100,6.0NRT,311.8,202.5,D
-22.035,-58.314,328.4,1,1,2016-12-15,1735,A,78,6.0NRT,305.7,19.1,D
-22.158,-59.225,325.4,1.1,1,2016-12-15,1735,A,73,6.0NRT,310.1,12.9,D
-22.377,-61.211,323.9,1.4,1.2,2016-12-15,1735,A,68,6.0NRT,312,17.6,D
-22.264,-60.851,335.5,1.3,1.1,2016-12-15,1735,A,84,6.0NRT,314.3,34.4,D
-22.265,-60.863,328.6,1.3,1.1,2016-12-15,1735,A,76,6.0NRT,312,20.6,D
-22.21,-60.904,324.1,1.3,1.1,2016-12-15,1735,A,69,6.0NRT,312,15.7,D
-22.219,-60.98,326.9,1.3,1.1,2016-12-15,1735,A,74,6.0NRT,313.1,22.4,D
-22.221,-60.993,335.3,1.3,1.1,2016-12-15,1735,A,84,6.0NRT,312.3,38.9,D
-22.292,-61.855,329.6,1.5,1.2,2016-12-15,1735,A,55,6.0NRT,318.2,21.8,D
-22.281,-61.857,328.9,1.5,1.2,2016-12-15,1735,A,45,6.0NRT,317.8,21.2,D
-21.839,-59.373,337,1.1,1,2016-12-15,1735,A,86,6.0NRT,306.8,34.4,D
-21.841,-59.384,318,1.1,1,2016-12-15,1735,A,57,6.0NRT,305.2,8.3,D
-22.106,-61.547,327,1.4,1.2,2016-12-15,1735,A,68,6.0NRT,310.6,21.7,D
-22.093,-61.535,321.3,1.4,1.2,2016-12-15,1735,A,27,6.0NRT,309.7,12.9,D
-22.095,-61.549,330.4,1.4,1.2,2016-12-15,1735,A,79,6.0NRT,310.7,30.1,D
-21.687,-58.596,333.9,1,1,2016-12-15,1735,A,84,6.0NRT,312.3,26.1,D
-21.689,-58.605,368.1,1,1,2016-12-15,1735,A,100,6.0NRT,316.6,105.3,D
-21.678,-58.597,356.3,1,1,2016-12-15,1735,A,98,6.0NRT,314.2,70.6,D
-21.68,-58.607,372,1,1,2016-12-15,1735,A,100,6.0NRT,320.2,118.9,D
-21.681,-58.617,319.8,1,1,2016-12-15,1735,A,48,6.0NRT,309.6,8,D
-22.038,-61.432,317.7,1.4,1.2,2016-12-15,1735,A,53,6.0NRT,307.3,12.2,D
-21.544,-57.762,336.8,1,1,2016-12-15,1735,A,86,6.0NRT,305.1,30.8,D
-21.545,-57.771,335.2,1,1,2016-12-15,1735,A,85,6.0NRT,306.3,28.4,D
-21.531,-58.125,328.4,1,1,2016-12-15,1735,A,79,6.0NRT,307.4,17.6,D
-22.182,-63.416,336.9,1.9,1.4,2016-12-15,1735,A,87,6.0NRT,306.2,71,D
-21.878,-60.853,327.9,1.3,1.1,2016-12-15,1735,A,68,6.0NRT,315.5,18.6,D
-21.879,-60.866,333.8,1.3,1.1,2016-12-15,1735,A,83,6.0NRT,315.6,29.7,D
-21.682,-59.714,318.7,1.1,1.1,2016-12-15,1735,A,55,6.0NRT,308.7,7.6,D
-21.566,-58.985,325.3,1.1,1,2016-12-15,1735,A,74,6.0NRT,309.7,15.1,D
-21.567,-58.995,318.9,1.1,1,2016-12-15,1735,A,56,6.0NRT,307.3,7.6,D
-21.501,-58.577,323.7,1,1,2016-12-15,1735,A,72,6.0NRT,308.3,11.2,D
-21.745,-61.181,321.2,1.3,1.1,2016-12-15,1735,A,50,6.0NRT,310.4,11.5,D
-21.55,-59.772,320.1,1.1,1.1,2016-12-15,1735,A,58,6.0NRT,308.5,9.8,D
-21.823,-62.334,319.7,1.6,1.2,2016-12-15,1735,A,24,6.0NRT,308.9,12.3,D
-21.825,-62.349,333.7,1.6,1.2,2016-12-15,1735,A,85,6.0NRT,313.9,45,D
-21.814,-62.351,342.3,1.6,1.2,2016-12-15,1735,A,91,6.0NRT,310.2,70.1,D
-21.413,-59.684,336.2,1.1,1.1,2016-12-15,1735,A,84,6.0NRT,313.7,27.9,D
-21.445,-60.001,323.8,1.1,1.1,2016-12-15,1735,A,65,6.0NRT,312.1,11.1,D
-21.084,-58.417,331,1,1,2016-12-15,1735,A,27,6.0NRT,317.1,11.6,D
-21.085,-58.427,335.6,1,1,2016-12-15,1735,A,75,6.0NRT,317.9,18.4,D
-21.261,-59.851,327.6,1.1,1.1,2016-12-15,1735,A,56,6.0NRT,314.5,13.9,D
-21.634,-63.389,322.8,1.9,1.3,2016-12-15,1735,A,42,6.0NRT,304.1,26.6,D
-21.621,-63.391,328.4,1.9,1.3,2016-12-15,1735,A,73,6.0NRT,306.5,43.2,D
-21.019,-58.669,344.8,1,1,2016-12-15,1735,A,91,6.0NRT,314.7,39.8,D
-21.02,-58.679,352.5,1,1,2016-12-15,1735,A,96,6.0NRT,316.4,55.9,D
-20.748,-57.917,340.1,1,1,2016-12-15,1735,A,0,6.0NRT,309.5,30.3,D
-20.71,-57.91,338.8,1,1,2016-12-15,1735,A,88,6.0NRT,311.3,29.6,D
-20.711,-57.92,328.3,1,1,2016-12-15,1735,A,57,6.0NRT,309.2,13.6,D
-20.701,-57.912,337.7,1,1,2016-12-15,1735,A,74,6.0NRT,305.6,26.7,D
-20.684,-57.924,363.7,1,1,2016-12-15,1735,A,75,6.0NRT,304.5,84.7,D
-20.686,-57.934,373.5,1,1,2016-12-15,1735,A,75,6.0NRT,310,116.9,D
-20.744,-60.72,390.7,1.2,1.1,2016-12-15,1735,A,100,6.0NRT,323.2,244.3,D
-20.742,-60.715,345.1,1.2,1.1,2016-12-15,1735,A,91,6.0NRT,316.3,47.9,D
-20.689,-60.77,337.2,1.2,1.1,2016-12-15,1735,A,80,6.0NRT,317.2,31.7,D
-20.113,-58.763,344.7,1,1,2016-12-15,1735,A,92,6.0NRT,305.8,44.2,D
-20.115,-58.773,321.4,1,1,2016-12-15,1735,A,35,6.0NRT,306.7,10.7,D
-20.134,-59.325,359.4,1.1,1,2016-12-15,1735,A,99,6.0NRT,321.7,70.4,D
-20.136,-59.335,347.8,1.1,1,2016-12-15,1735,A,93,6.0NRT,323.3,42.6,D
-19.976,-59.444,321.5,1.1,1,2016-12-15,1735,A,47,6.0NRT,297.2,7.9,D
-19.977,-59.454,324.7,1.1,1,2016-12-15,1735,A,69,6.0NRT,298.3,11,D
-20.031,-63.102,322.8,1.7,1.3,2016-12-15,1735,A,70,6.0NRT,307.7,22,D
-18.742,-57.095,316.3,1,1,2016-12-15,1735,A,50,6.0NRT,295,7,D
-19.29,-62.698,352.7,1.6,1.2,2016-12-15,1735,A,96,6.0NRT,316.3,95.9,D
-19.279,-62.7,343.6,1.6,1.2,2016-12-15,1735,A,92,6.0NRT,314.7,58.5,D
-19.257,-62.703,336.8,1.6,1.2,2016-12-15,1735,A,87,6.0NRT,315.2,37.2,D
-19.255,-62.693,328.8,1.6,1.2,2016-12-15,1735,A,81,6.0NRT,313.3,16.4,D
-19.098,-65.147,317.2,2.3,1.5,2016-12-15,1735,A,45,6.0NRT,303.4,17.6,D
-18.539,-62.713,318,1.5,1.2,2016-12-15,1735,A,69,6.0NRT,303.1,15.1,D
-18.187,-60,327.3,1.1,1,2016-12-15,1735,A,81,6.0NRT,308.9,19.8,D
-18.501,-62.488,324.7,1.5,1.2,2016-12-15,1735,A,78,6.0NRT,307.6,24.3,D
-18.503,-62.502,328.2,1.5,1.2,2016-12-15,1735,A,75,6.0NRT,307.6,32.3,D
-18.151,-59.801,319.8,1.1,1,2016-12-15,1735,A,73,6.0NRT,306.8,11.4,D
-18.499,-62.494,329.4,1.5,1.2,2016-12-15,1735,A,81,6.0NRT,309.8,33.3,D
-18.531,-63.315,315.6,1.7,1.3,2016-12-15,1735,A,63,6.0NRT,301.8,13.7,D
-18.188,-62.245,320.1,1.4,1.2,2016-12-15,1735,A,41,6.0NRT,302.2,16.7,D
-18.089,-62.759,324.9,1.5,1.2,2016-12-15,1735,A,78,6.0NRT,304,21.5,D
-17.769,-60.3,330,1.1,1,2016-12-15,1735,A,84,6.0NRT,308.2,19.3,D
-17.744,-60.3,330,1.1,1,2016-12-15,1735,A,60,6.0NRT,308.3,18.8,D
-17.734,-60.301,325.4,1.1,1,2016-12-15,1735,A,53,6.0NRT,308.6,10.7,D
-17.758,-60.552,317.5,1.1,1.1,2016-12-15,1735,A,69,6.0NRT,304.8,8.4,D
-17.688,-60.308,342.9,1.1,1,2016-12-15,1735,A,92,6.0NRT,310.1,38.1,D
-17.677,-60.299,338.3,1.1,1,2016-12-15,1735,A,89,6.0NRT,309.1,29.4,D
-17.678,-60.309,330.9,1.1,1,2016-12-15,1735,A,84,6.0NRT,309.2,17.3,D
-17.238,-57.877,316.6,1,1,2016-12-15,1735,A,32,6.0NRT,296.5,5,D
-17.212,-57.829,317.9,1,1,2016-12-15,1735,A,69,6.0NRT,298.4,6.2,D
-17.568,-60.359,349.4,1.1,1,2016-12-15,1735,A,95,6.0NRT,304.7,58.9,D
-17.585,-60.483,362.8,1.1,1,2016-12-15,1735,A,100,6.0NRT,306.2,94.8,D
-17.576,-60.484,344.1,1.1,1,2016-12-15,1735,A,88,6.0NRT,311.2,41.3,D
-17.526,-60.47,357.4,1.1,1,2016-12-15,1735,A,98,6.0NRT,310.5,77.1,D
-17.565,-61.24,314.1,1.2,1.1,2016-12-15,1735,A,27,6.0NRT,301.3,7,D
-17.577,-61.968,356.1,1.3,1.1,2016-12-15,1735,A,98,6.0NRT,315.8,91.9,D
-17.302,-61.8,334.6,1.3,1.1,2016-12-15,1735,A,73,6.0NRT,311.5,23.9,D
-16.837,-63.068,316.1,1.5,1.2,2016-12-15,1735,A,57,6.0NRT,300.6,10.5,D
-38.271,-58.972,333.7,1.6,1.2,2016-12-15,1730,A,81,6.0NRT,307.1,42.5,D
-38.273,-58.991,361.2,1.6,1.2,2016-12-15,1730,A,100,6.0NRT,309.4,153.1,D
-38.312,-59.41,327,1.7,1.3,2016-12-15,1730,A,71,6.0NRT,309.9,28.7,D
-38.26,-58.974,361.2,1.6,1.2,2016-12-15,1730,A,100,6.0NRT,308.9,152.5,D
-38.261,-58.993,436.3,1.6,1.2,2016-12-15,1730,A,100,6.0NRT,325.1,1072.8,D
-38.263,-59.011,334.6,1.6,1.2,2016-12-15,1730,A,82,6.0NRT,310.5,43.8,D
-38.25,-58.994,352.4,1.6,1.2,2016-12-15,1730,A,95,6.0NRT,310.8,108.7,D
-38.252,-59.013,337.5,1.6,1.2,2016-12-15,1730,A,85,6.0NRT,310.8,52.8,D
-38.472,-61.916,328.8,2.4,1.5,2016-12-15,1730,A,72,6.0NRT,309.4,50.5,D
-38.477,-61.895,324.8,2.4,1.5,2016-12-15,1730,A,54,6.0NRT,308.7,30.5,D
-38.479,-61.923,327.3,2.4,1.5,2016-12-15,1730,A,69,6.0NRT,310.2,41,D
-38.188,-59.181,342.8,1.6,1.3,2016-12-15,1730,A,89,6.0NRT,310.7,72.1,D
-37.985,-58.599,339.2,1.5,1.2,2016-12-15,1730,A,86,6.0NRT,306.7,54.2,D
-37.986,-58.616,324.9,1.5,1.2,2016-12-15,1730,A,68,6.0NRT,306.6,18.5,D
-37.973,-58.6,407.9,1.5,1.2,2016-12-15,1730,A,100,6.0NRT,316.4,530.8,D
-37.975,-58.618,396.5,1.5,1.2,2016-12-15,1730,A,100,6.0NRT,316.3,402.9,D
-37.962,-58.602,385.3,1.5,1.2,2016-12-15,1730,A,100,6.0NRT,314,297.3,D
-37.964,-58.619,402.2,1.5,1.2,2016-12-15,1730,A,100,6.0NRT,320.6,464.3,D
-37.953,-58.621,324.1,1.5,1.2,2016-12-15,1730,A,66,6.0NRT,309.3,16.4,D
-37.855,-58.075,336.6,1.4,1.2,2016-12-15,1730,A,80,6.0NRT,312.8,37,D
-37.85,-58.064,326.3,1.4,1.2,2016-12-15,1730,A,66,6.0NRT,311.3,15.7,D
-37.852,-58.081,327.7,1.4,1.2,2016-12-15,1730,A,60,6.0NRT,313.3,17.4,D
-37.855,-58.112,326.2,1.4,1.2,2016-12-15,1730,A,62,6.0NRT,311.4,16.7,D
-37.721,-58.224,320.8,1.4,1.2,2016-12-15,1730,A,55,6.0NRT,307.2,11.7,D
-37.723,-58.241,319.5,1.4,1.2,2016-12-15,1730,A,46,6.0NRT,308,10.4,D
-37.685,-59.367,324.9,1.7,1.3,2016-12-15,1730,A,69,6.0NRT,305.9,24.8,D
-37.687,-59.386,325.7,1.7,1.3,2016-12-15,1730,A,70,6.0NRT,305.9,26.3,D
-37.662,-63.028,336.5,2.8,1.6,2016-12-15,1730,A,79,6.0NRT,307.6,120,D
-37.341,-59.207,347,1.6,1.2,2016-12-15,1730,A,92,6.0NRT,307.8,87.8,D
-37.33,-59.209,339.6,1.6,1.2,2016-12-15,1730,A,87,6.0NRT,308.5,59.7,D
-37.341,-59.196,333.2,1.6,1.2,2016-12-15,1730,A,81,6.0NRT,306.2,39.5,D
-37.343,-59.214,328.9,1.6,1.2,2016-12-15,1730,A,67,6.0NRT,306.7,29.5,D
-37.324,-59.144,320,1.6,1.2,2016-12-15,1730,A,26,6.0NRT,304.6,9.2,D
-37.329,-59.198,324.1,1.6,1.2,2016-12-15,1730,A,41,6.0NRT,307,17.2,D
-37.331,-59.216,331.8,1.6,1.2,2016-12-15,1730,A,80,6.0NRT,307.6,37.3,D
-37.32,-59.218,325.5,1.6,1.2,2016-12-15,1730,A,65,6.0NRT,308.3,21.4,D
-36.321,-57.687,318.3,1.3,1.1,2016-12-15,1730,A,46,6.0NRT,307,5.9,D
-36.575,-64.058,334.4,3.2,1.7,2016-12-15,1730,A,82,6.0NRT,309.1,115,D
-36.577,-64.094,323.4,3.2,1.7,2016-12-15,1730,A,64,6.0NRT,309.8,41.6,D
-36.559,-64.059,321.8,3.2,1.7,2016-12-15,1730,A,57,6.0NRT,308.8,32.8,D
-36.564,-64.063,330.5,3.2,1.7,2016-12-15,1730,A,77,6.0NRT,308.9,84.1,D
-34.798,-54.92,318.4,1,1,2016-12-15,1730,A,39,6.0NRT,306.2,6.2,D
-35.352,-61.918,340.3,2.2,1.4,2016-12-15,1730,A,77,6.0NRT,304.8,110.8,D
-35.354,-61.943,332.6,2.2,1.5,2016-12-15,1730,A,81,6.0NRT,307.3,73.6,D
-34.724,-55.957,320,1.1,1,2016-12-15,1730,A,40,6.0NRT,307.6,7,D
-34.729,-56.22,323.1,1.1,1,2016-12-15,1730,A,40,6.0NRT,307.6,8.1,D
-34.669,-56.237,328.2,1.1,1,2016-12-15,1730,A,76,6.0NRT,308,16.4,D
-34.925,-58.432,327.6,1.4,1.2,2016-12-15,1730,A,75,6.0NRT,310.6,22.2,D
-34.927,-58.447,320.8,1.4,1.2,2016-12-15,1730,A,54,6.0NRT,308.1,11.3,D
-34.53,-56.287,317.9,1.1,1,2016-12-15,1730,A,33,6.0NRT,306.9,5.4,D
-34.374,-55.241,319.4,1,1,2016-12-15,1730,A,48,6.0NRT,306.8,6.7,D
-34.654,-59.432,319.7,1.5,1.2,2016-12-15,1730,A,51,6.0NRT,304.9,12.7,D
-34.343,-56.714,322.2,1.1,1.1,2016-12-15,1730,A,41,6.0NRT,309.8,8.4,D
-34.317,-57.352,319.9,1.2,1.1,2016-12-15,1730,A,26,6.0NRT,308.6,6.5,D
-34.317,-57.357,319.8,1.2,1.1,2016-12-15,1730,A,32,6.0NRT,308.8,5.5,D
-34.644,-60.472,317.9,1.8,1.3,2016-12-15,1730,A,41,6.0NRT,305.8,6.9,D
-34.463,-58.913,319.6,1.4,1.2,2016-12-15,1730,A,40,6.0NRT,305.8,11.2,D
-34.099,-56.224,320,1.1,1,2016-12-15,1730,A,23,6.0NRT,308.1,4.7,D
-34.279,-60.447,329.9,1.7,1.3,2016-12-15,1730,A,78,6.0NRT,310.5,35.4,D
-33.519,-56.898,319.7,1.1,1.1,2016-12-15,1730,A,51,6.0NRT,307.8,6.1,D
-33.894,-60.582,318.1,1.8,1.3,2016-12-15,1730,A,36,6.0NRT,305.8,7.2,D
-37.674,-70.513,339.7,2,1.4,2016-12-15,1910,A,76,6.0NRT,319.4,57.6,D
-37.658,-70.499,358.4,2,1.4,2016-12-15,1910,A,99,6.0NRT,316.1,164.8,D
-37.662,-70.518,398.9,2,1.4,2016-12-15,1910,A,100,6.0NRT,330.3,609.2,D
-37.666,-70.537,340.4,2,1.4,2016-12-15,1910,A,86,6.0NRT,321.2,57.1,D
-37.673,-70.518,349.6,2,1.4,2016-12-15,1910,A,93,6.0NRT,320.7,109.8,D
-37.657,-70.504,376.8,2,1.4,2016-12-15,1910,A,100,6.0NRT,319.3,326.1,D
-37.661,-70.522,391.2,2,1.4,2016-12-15,1910,A,100,6.0NRT,330,495.4,D
-38.176,-73.44,319,1.3,1.1,2016-12-15,1910,A,28,6.0NRT,305.5,12.2,D
-35.239,-72.044,335.6,1.8,1.3,2016-12-15,1910,A,85,6.0NRT,301.1,73.4,D
-35.219,-72.008,402.4,1.8,1.3,2016-12-15,1910,A,100,6.0NRT,305.3,631.5,D
-35.223,-72.028,389.7,1.8,1.3,2016-12-15,1910,A,100,6.0NRT,306.9,457,D
-35.227,-72.047,328.7,1.8,1.3,2016-12-15,1910,A,78,6.0NRT,299.8,48,D
-35.207,-72.012,339.2,1.8,1.3,2016-12-15,1910,A,88,6.0NRT,302,82.7,D
-35.211,-72.032,335.7,1.8,1.3,2016-12-15,1910,A,84,6.0NRT,302.5,67.2,D
-35.224,-72.093,350.8,1.8,1.3,2016-12-15,1910,A,95,6.0NRT,298.1,137.5,D
-35.188,-72.04,320.1,1.8,1.3,2016-12-15,1910,A,52,6.0NRT,296,27.1,D
-35.192,-72.06,319.6,1.8,1.3,2016-12-15,1910,A,42,6.0NRT,299.3,27,D
-35.184,-72.047,318.6,1.8,1.3,2016-12-15,1910,A,31,6.0NRT,296.3,25.6,D
-34.904,-72.017,324.6,1.9,1.3,2016-12-15,1910,A,70,6.0NRT,293.9,46.1,D
-34.892,-72.021,326.3,1.9,1.3,2016-12-15,1910,A,42,6.0NRT,293.8,47.6,D
-34.911,-72.022,324.3,1.9,1.3,2016-12-15,1910,A,32,6.0NRT,294,42.1,D
-34.888,-72.029,351.7,1.9,1.3,2016-12-15,1910,A,96,6.0NRT,296,152,D
-34.872,-72.012,316,1.9,1.3,2016-12-15,1910,A,41,6.0NRT,295.3,25,D
-34.876,-72.032,366.7,1.9,1.3,2016-12-15,1910,A,100,6.0NRT,300.4,251.9,D
-34.88,-72.053,329,1.9,1.3,2016-12-15,1910,A,79,6.0NRT,295,57.6,D
-34.741,-71.885,322.2,1.9,1.3,2016-12-15,1910,A,63,6.0NRT,297.1,37.8,D
-34.708,-71.785,321,1.9,1.4,2016-12-15,1910,A,53,6.0NRT,301.3,29.2,D
-34.712,-71.807,346.6,1.9,1.4,2016-12-15,1910,A,93,6.0NRT,300.4,125.6,D
-34.717,-71.827,330.7,1.9,1.4,2016-12-15,1910,A,74,6.0NRT,297,57.6,D
-34.721,-71.848,321.6,1.9,1.4,2016-12-15,1910,A,32,6.0NRT,295.9,31,D
-34.7,-71.811,322.4,1.9,1.4,2016-12-15,1910,A,50,6.0NRT,298,33.5,D
-34.625,-71.841,334.5,1.9,1.4,2016-12-15,1910,A,84,6.0NRT,296.7,73.3,D
-34.629,-71.861,353.9,1.9,1.4,2016-12-15,1910,A,97,6.0NRT,299.5,168.7,D
-34.633,-71.881,320.3,1.9,1.4,2016-12-15,1910,A,55,6.0NRT,297.4,30.4,D
-34.426,-71.45,336.8,2.1,1.4,2016-12-15,1910,A,86,6.0NRT,307.6,79.6,D
-34.425,-71.458,324.6,2.1,1.4,2016-12-15,1910,A,61,6.0NRT,308.6,33.1,D
-34.03,-71.605,316.9,2.1,1.4,2016-12-15,1910,A,48,6.0NRT,299.3,17.7,D
-33.534,-70.907,328.7,2.3,1.5,2016-12-15,1910,A,79,6.0NRT,303.4,54.8,D
-33.521,-70.895,328.1,2.4,1.5,2016-12-15,1910,A,79,6.0NRT,305,49.2,D
-33.526,-70.919,332.8,2.3,1.5,2016-12-15,1910,A,83,6.0NRT,303.2,70.1,D
-33.453,-71.329,354.2,2.2,1.4,2016-12-15,1910,A,97,6.0NRT,301.8,199.9,D
-33.458,-71.353,328.6,2.2,1.4,2016-12-15,1910,A,79,6.0NRT,301.6,55.9,D
-33.45,-71.311,326.4,2.2,1.4,2016-12-15,1910,A,76,6.0NRT,300.4,49.7,D
-33.455,-71.336,348.4,2.2,1.4,2016-12-15,1910,A,94,6.0NRT,301.6,159.5,D
-33.443,-71.342,328.1,2.2,1.4,2016-12-15,1910,A,78,6.0NRT,301.7,55.9,D
-33.418,-71.421,328.1,2.2,1.4,2016-12-15,1910,A,78,6.0NRT,299.3,54.9,D
-33.423,-71.444,397.1,2.2,1.4,2016-12-15,1910,A,100,6.0NRT,307.1,709.3,D
-33.428,-71.468,351.4,2.2,1.4,2016-12-15,1910,A,95,6.0NRT,303,175.6,D
-33.433,-71.491,324.7,2.2,1.4,2016-12-15,1910,A,73,6.0NRT,301.1,42.5,D
-33.406,-71.425,336.3,2.2,1.4,2016-12-15,1910,A,86,6.0NRT,302.3,86.1,D
-33.411,-71.448,398,2.2,1.4,2016-12-15,1910,A,100,6.0NRT,311.7,722.7,D
-33.416,-71.472,346.8,2.2,1.4,2016-12-15,1910,A,93,6.0NRT,307.3,139.9,D
-33.42,-71.494,327.3,2.2,1.4,2016-12-15,1910,A,70,6.0NRT,303.6,47.3,D
-33.398,-71.451,335,2.2,1.4,2016-12-15,1910,A,85,6.0NRT,302.3,78.4,D
-33.403,-71.475,336.3,2.2,1.4,2016-12-15,1910,A,86,6.0NRT,302.9,84.5,D
-33.401,-71.456,341.3,2.2,1.4,2016-12-15,1910,A,89,6.0NRT,304.1,110.5,D
-33.406,-71.479,325.7,2.2,1.4,2016-12-15,1910,A,75,6.0NRT,303.8,40.9,D
-17.577,-39.791,307.7,1.1,1,2016-12-16,0125,T,72,6.0NRT,288.8,9.2,N
-9.302,-41.08,310.3,1.1,1.1,2016-12-16,0125,T,79,6.0NRT,294.8,9.6,N
-2.957,-48.952,300.9,1.6,1.2,2016-12-16,0130,T,28,6.0NRT,280.5,11.4,N
-17.297,-61.777,307.6,1.5,1.2,2016-12-16,0305,T,72,6.0NRT,289.5,15,N
-17.299,-61.791,301.2,1.5,1.2,2016-12-16,0305,T,38,6.0NRT,289.5,8,N
-17.302,-61.805,311.2,1.5,1.2,2016-12-16,0305,T,82,6.0NRT,289.5,18.9,N
-17.297,-61.798,307.5,1.5,1.2,2016-12-16,0305,T,58,6.0NRT,289.4,13.4,N
-14.049,-64.592,303.6,1.1,1.1,2016-12-16,0305,T,56,6.0NRT,289.4,6.5,N
-13.515,-65.032,301.1,1.1,1,2016-12-16,0305,T,37,6.0NRT,289,4.7,N
-9.661,-65.728,310.7,1.1,1.1,2016-12-16,0305,T,81,6.0NRT,289.2,11.4,N
-9.748,-66.627,301.1,1,1,2016-12-16,0305,T,38,6.0NRT,290.4,3.3,N
-34.558,-58.529,309.3,1.2,1.1,2016-12-16,0300,T,77,6.0NRT,290.1,11.5,N
-34.506,-65.766,304.7,1.3,1.1,2016-12-16,0300,T,61,6.0NRT,290.1,10.1,N
-34.719,-71.809,307.6,3.1,1.7,2016-12-16,0300,T,71,6.0NRT,286.6,48.8,N
-34.706,-71.817,309.9,3.1,1.7,2016-12-16,0300,T,79,6.0NRT,286.4,60.3,N
-34.633,-71.859,300.2,3.1,1.7,2016-12-16,0300,T,22,6.0NRT,286,29.7,N
-32.728,-65.363,336.1,1.2,1.1,2016-12-16,0300,T,100,6.0NRT,293.7,46.5,N
-32.729,-65.375,314.1,1.2,1.1,2016-12-16,0300,T,88,6.0NRT,292.1,15.2,N
-32.718,-65.364,305.5,1.2,1.1,2016-12-16,0300,T,65,6.0NRT,291.7,7.7,N
-31.505,-59.552,300.5,1.2,1.1,2016-12-16,0300,T,28,6.0NRT,286.8,7,N
-31.505,-59.559,301.8,1.2,1.1,2016-12-16,0300,T,44,6.0NRT,286.8,8.5,N
-31.248,-64.902,303.4,1.1,1,2016-12-16,0300,T,55,6.0NRT,281.8,8.5,N
-25.459,-52.848,304.6,4.3,1.9,2016-12-16,0300,T,61,6.0NRT,286.7,62.4,N
