latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
-12.656,-38.327,302.5,1.3,1.1,2016-12-13,0055,T,49,6.0NRT,287.6,6.9,N
-9.696,-35.827,322,1,1,2016-12-13,0055,T,100,6.0NRT,296.5,17.7,N
-9.698,-35.836,307.1,1,1,2016-12-13,0055,T,69,6.0NRT,296,5.5,N
-9.679,-36.36,320.6,1,1,2016-12-13,0055,T,100,6.0NRT,295.6,17.5,N
-9.68,-36.37,311.3,1,1,2016-12-13,0055,T,81,6.0NRT,295.7,9.3,N
-9.493,-35.693,309.3,1,1,2016-12-13,0055,T,76,6.0NRT,294.9,7.4,N
-9.441,-36.041,321.8,1,1,2016-12-13,0055,T,100,6.0NRT,295.5,18.3,N
-9.443,-36.05,323.3,1,1,2016-12-13,0055,T,100,6.0NRT,295.3,19.9,N
-9.387,-35.786,309.8,1,1,2016-12-13,0055,T,78,6.0NRT,294.7,8.2,N
-9.388,-35.795,325.9,1,1,2016-12-13,0055,T,100,6.0NRT,295.1,23,N
-9.361,-35.734,312.2,1,1,2016-12-13,0055,T,84,6.0NRT,294.9,9.8,N
-9.382,-36.009,306.6,1,1,2016-12-13,0055,T,67,6.0NRT,295,6,N
-9.265,-35.579,308.7,1,1,2016-12-13,0055,T,75,6.0NRT,295,6.9,N
-9.256,-35.58,314,1,1,2016-12-13,0055,T,88,6.0NRT,294.7,10.7,N
-9.258,-35.589,305.3,1,1,2016-12-13,0055,T,53,6.0NRT,294.4,4.5,N
-9.219,-35.706,307.7,1,1,2016-12-13,0055,T,72,6.0NRT,294.4,6.5,N
-9.221,-35.715,308.5,1,1,2016-12-13,0055,T,75,6.0NRT,294.3,7.1,N
-9.161,-35.619,305.3,1,1,2016-12-13,0055,T,64,6.0NRT,293.2,5.9,N
-9.08,-35.572,311.7,1,1,2016-12-13,0055,T,83,6.0NRT,293.9,9.6,N
-9.061,-35.631,331.1,1,1,2016-12-13,0055,T,100,6.0NRT,295.4,29.1,N
-9.052,-35.632,311.2,1,1,2016-12-13,0055,T,82,6.0NRT,294.2,9,N
-9.026,-36.16,319.8,1,1,2016-12-13,0055,T,99,6.0NRT,293.7,17.3,N
-9.027,-36.169,311.8,1,1,2016-12-13,0055,T,83,6.0NRT,293.2,10.4,N
-8.897,-35.639,309.1,1,1,2016-12-13,0055,T,77,6.0NRT,294,8,N
-8.898,-35.648,311.8,1,1,2016-12-13,0055,T,83,6.0NRT,293.8,10,N
-8.851,-35.379,308.8,1,1,2016-12-13,0055,T,76,6.0NRT,294.5,7.4,N
-8.852,-35.388,308.5,1,1,2016-12-13,0055,T,75,6.0NRT,294.6,7,N
-8.939,-36.067,307,1,1,2016-12-13,0055,T,70,6.0NRT,292.8,6.9,N
-8.941,-36.076,320,1,1,2016-12-13,0055,T,99,6.0NRT,293.6,17.4,N
-8.477,-35.209,307.8,1,1,2016-12-13,0055,T,73,6.0NRT,293.8,7.3,N
-8.516,-35.738,311.1,1,1,2016-12-13,0055,T,82,6.0NRT,292.7,10.1,N
-8.033,-35.068,304.6,1,1,2016-12-13,0055,T,56,6.0NRT,293.8,5.4,N
-8.012,-35.244,304.2,1,1,2016-12-13,0055,T,59,6.0NRT,294,4.4,N
-7.822,-35.074,316.6,1,1,2016-12-13,0055,T,94,6.0NRT,294.3,13.4,N
-7.813,-35.072,318.7,1,1,2016-12-13,0055,T,97,6.0NRT,294,15.6,N
-7.814,-35.081,307.9,1,1,2016-12-13,0055,T,73,6.0NRT,293.9,7,N
-7.131,-35.066,305.2,1,1,2016-12-13,0055,T,63,6.0NRT,294.6,5.2,N
-7.208,-37.35,307.4,1.1,1,2016-12-13,0055,T,57,6.0NRT,294.3,5.8,N
-6.44,-35.124,311.1,1,1,2016-12-13,0055,T,82,6.0NRT,294.9,9.4,N
-6.227,-35.111,308,1,1,2016-12-13,0055,T,70,6.0NRT,295,7.4,N
-6.218,-35.113,305.1,1,1,2016-12-13,0055,T,38,6.0NRT,294.2,4.8,N
-5.538,-37.442,309.6,1,1,2016-12-13,0055,T,74,6.0NRT,294.9,7,N
-6.007,-45.448,304,3.7,1.8,2016-12-13,0055,T,44,6.0NRT,281.6,35.4,N
-6,-45.456,304.7,3.7,1.8,2016-12-13,0055,T,61,6.0NRT,279.1,42.7,N
-4.705,-40.61,305.1,1.5,1.2,2016-12-13,0055,T,63,6.0NRT,292.8,7,N
-3.897,-38.54,302.6,1.1,1,2016-12-13,0055,T,29,6.0NRT,292.1,4.1,N
-4.493,-46.36,316,4.2,1.9,2016-12-13,0055,T,92,6.0NRT,282,123,N
-4.485,-46.329,305.6,4.1,1.9,2016-12-13,0055,T,65,6.0NRT,280.8,59.7,N
-4.49,-46.367,313.4,4.2,1.9,2016-12-13,0055,T,87,6.0NRT,282.2,109.3,N
-3.515,-41.534,305,1.7,1.3,2016-12-13,0055,T,62,6.0NRT,290.5,10,N
-3.817,-45.337,302.3,3.4,1.7,2016-12-13,0055,T,48,6.0NRT,286.2,20.5,N
-3.025,-40.264,311.8,1.3,1.1,2016-12-13,0055,T,82,6.0NRT,289.1,14.6,N
-2.928,-45.367,304.4,3.3,1.7,2016-12-13,0055,T,53,6.0NRT,289,25.2,N
-2.913,-45.369,308.6,3.3,1.7,2016-12-13,0055,T,75,6.0NRT,289.1,40.8,N
-2.916,-45.376,318.4,3.3,1.7,2016-12-13,0055,T,97,6.0NRT,289.1,87.1,N
-2.792,-45.704,307.8,3.5,1.8,2016-12-13,0055,T,72,6.0NRT,288.6,42.3,N
-2.911,-46.72,310.5,4.2,1.9,2016-12-13,0055,T,80,6.0NRT,285.8,71.6,N
-2.916,-46.758,305.9,4.2,1.9,2016-12-13,0055,T,66,6.0NRT,284.2,47.9,N
-2.782,-45.712,302.7,3.5,1.8,2016-12-13,0055,T,51,6.0NRT,288.5,23.5,N
-2.925,-46.725,302.8,4.2,1.9,2016-12-13,0055,T,25,6.0NRT,285.5,31.2,N
-2.908,-46.728,309.2,4.2,1.9,2016-12-13,0055,T,77,6.0NRT,285.7,63.2,N
-2.647,-45.193,309.4,3.1,1.7,2016-12-13,0055,T,77,6.0NRT,288.4,43.2,N
-2.65,-45.22,301.1,3.2,1.7,2016-12-13,0055,T,37,6.0NRT,288.4,16.4,N
-2.648,-45.197,312.2,3.1,1.7,2016-12-13,0055,T,84,6.0NRT,288.4,51.7,N
-2.539,-45.184,315.6,3.1,1.7,2016-12-13,0055,T,91,6.0NRT,288.6,67.7,N
-2.541,-45.191,313.9,3.1,1.7,2016-12-13,0055,T,88,6.0NRT,288.7,60.8,N
-2.51,-45.637,301.5,3.4,1.7,2016-12-13,0055,T,42,6.0NRT,288.2,20.6,N
-2.51,-45.611,301.1,3.4,1.7,2016-12-13,0055,T,37,6.0NRT,288.6,18.9,N
-2.356,-45.609,300.3,3.4,1.7,2016-12-13,0055,T,25,6.0NRT,286.8,18.6,N
-32.023,-52.3,313,1.1,1.1,2016-12-13,0230,T,86,6.0NRT,293.9,12.7,N
-29.465,-62.808,309.8,2.2,1.4,2016-12-13,0230,T,78,6.0NRT,295.5,24.6,N
-28.851,-57.538,305.9,1.1,1,2016-12-13,0230,T,47,6.0NRT,295.1,6.6,N
-28.852,-57.549,309.4,1.1,1,2016-12-13,0230,T,77,6.0NRT,295.2,9.1,N
-28.841,-57.539,309.5,1.1,1,2016-12-13,0230,T,63,6.0NRT,293.7,8.9,N
-28.843,-57.55,323.1,1.1,1,2016-12-13,0230,T,100,6.0NRT,294.2,22.1,N
-24.21,-64.768,307.2,2.6,1.5,2016-12-13,0230,T,71,6.0NRT,292.6,30.2,N
-24.205,-64.774,310.1,2.6,1.5,2016-12-13,0230,T,79,6.0NRT,292.7,38.9,N
-23.436,-61.132,325.2,1.4,1.2,2016-12-13,0230,T,100,6.0NRT,296.4,36.1,N
-23.438,-61.146,344.4,1.4,1.2,2016-12-13,0230,T,100,6.0NRT,298.3,82.2,N
-23.439,-61.16,317.7,1.4,1.2,2016-12-13,0230,T,96,6.0NRT,296.3,23.4,N
-23.427,-61.148,340.3,1.4,1.2,2016-12-13,0230,T,100,6.0NRT,296.6,70.8,N
-23.429,-61.161,328.9,1.4,1.2,2016-12-13,0230,T,100,6.0NRT,295.8,43.1,N
-22.998,-63.453,306.2,2,1.4,2016-12-13,0230,T,67,6.0NRT,295.7,14.5,N
-23.044,-64.049,309.4,2.2,1.4,2016-12-13,0230,T,77,6.0NRT,294.2,26.7,N
-22.996,-63.459,305.9,2,1.4,2016-12-13,0230,T,66,6.0NRT,295.8,12.9,N
-23.044,-64.032,307.1,2.2,1.4,2016-12-13,0230,T,70,6.0NRT,294.4,21.5,N
-22.161,-59.224,327.8,1.1,1,2016-12-13,0230,T,100,6.0NRT,296.6,28.2,N
-22.162,-59.234,309.9,1.1,1,2016-12-13,0230,T,79,6.0NRT,295.7,9.2,N
-21.526,-58.121,316.7,1,1,2016-12-13,0230,T,94,6.0NRT,295.6,13.1,N
-20.805,-57.892,300.2,1,1,2016-12-13,0230,T,18,6.0NRT,288.5,2.9,N
-20.18,-58.812,307.9,1,1,2016-12-13,0230,T,72,6.0NRT,292.9,6.6,N
-17.425,-57.044,304.1,1,1,2016-12-13,0230,T,59,6.0NRT,292.5,4,N
-16.621,-57.643,319.6,1,1,2016-12-13,0230,T,99,6.0NRT,293,15.1,N
-16.335,-58.139,306.5,1,1,2016-12-13,0230,T,68,6.0NRT,283.9,5.8,N
-16.286,-58.629,308.1,1,1,2016-12-13,0230,T,73,6.0NRT,291.3,6.1,N
-16.277,-58.631,314.6,1,1,2016-12-13,0230,T,89,6.0NRT,290.9,10.7,N
-15.877,-59.243,305.9,1,1,2016-12-13,0230,T,66,6.0NRT,290,6.4,N
-13.348,-58.856,302.6,1,1,2016-12-13,0235,T,50,6.0NRT,285,5,N
-1.192,-52.213,307.1,4.1,1.9,2016-12-13,0235,T,63,6.0NRT,277.6,61.8,N
-37.864,-58.1,317.1,1.4,1.2,2016-12-13,0225,T,94,6.0NRT,285.5,28.1,N
-37.866,-58.116,300.9,1.4,1.2,2016-12-13,0225,T,20,6.0NRT,284.8,9.3,N
-37.861,-58.105,327.3,1.4,1.2,2016-12-13,0225,T,100,6.0NRT,286.1,46.4,N
-37.85,-58.107,312.3,1.4,1.2,2016-12-13,0225,T,84,6.0NRT,285.2,22.2,N
-37.852,-58.124,300.7,1.4,1.2,2016-12-13,0225,T,32,6.0NRT,284.7,9.9,N
-36.911,-60.15,303.8,1.8,1.3,2016-12-13,0225,T,57,6.0NRT,285.9,17.9,N
-36.123,-61.058,328,2,1.4,2016-12-13,0225,T,100,6.0NRT,288.8,78,N
8.524,-64.075,301.5,1,1,2016-12-13,0240,T,42,6.0NRT,289.3,3.9,N
8.691,-63.154,302.1,1,1,2016-12-13,0240,T,46,6.0NRT,290,3.6,N
9.274,-64.042,302.3,1,1,2016-12-13,0240,T,48,6.0NRT,285.1,5,N
9.387,-64.54,302.6,1,1,2016-12-13,0240,T,50,6.0NRT,289.1,3.7,N
9.386,-64.549,311.9,1,1,2016-12-13,0240,T,84,6.0NRT,289.5,9.8,N
9.474,-64.384,301.6,1,1,2016-12-13,0240,T,43,6.0NRT,289.4,3.2,N
9.473,-64.393,310.7,1,1,2016-12-13,0240,T,81,6.0NRT,289.6,8.9,N
9.615,-63.72,300.2,1,1,2016-12-13,0240,T,17,6.0NRT,287.2,2.9,N
9.65,-63.529,313.4,1,1,2016-12-13,0240,T,87,6.0NRT,288.4,11.2,N
9.649,-63.539,304.8,1,1,2016-12-13,0240,T,60,6.0NRT,288,4.9,N
9.647,-63.557,321,1,1,2016-12-13,0240,T,100,6.0NRT,288.1,17.7,N
9.645,-63.566,315.2,1,1,2016-12-13,0240,T,91,6.0NRT,288.6,12.5,N
9.644,-63.575,317,1,1,2016-12-13,0240,T,94,6.0NRT,288.6,14.1,N
9.624,-63.721,339.5,1,1,2016-12-13,0240,T,100,6.0NRT,287.5,42.4,N
9.622,-63.73,336.7,1,1,2016-12-13,0240,T,100,6.0NRT,287.8,37.9,N
9.659,-63.531,301.1,1,1,2016-12-13,0240,T,34,6.0NRT,287.8,2.9,N
9.654,-63.567,320,1,1,2016-12-13,0240,T,100,6.0NRT,288.1,17.1,N
9.647,-63.622,321.7,1,1,2016-12-13,0240,T,100,6.0NRT,290.5,18.5,N
9.645,-63.631,317.2,1,1,2016-12-13,0240,T,95,6.0NRT,288.9,14.1,N
9.677,-63.468,311.5,1,1,2016-12-13,0240,T,83,6.0NRT,288.3,9.9,N
9.676,-63.477,328.4,1,1,2016-12-13,0240,T,100,6.0NRT,288.7,26.6,N
9.656,-63.623,385.5,1,1,2016-12-13,0240,T,100,6.0NRT,291.2,178.8,N
9.654,-63.633,336.5,1,1,2016-12-13,0240,T,100,6.0NRT,288.8,37.3,N
9.706,-63.528,313.3,1,1,2016-12-13,0240,T,87,6.0NRT,287.4,11.6,N
9.704,-63.537,301.6,1,1,2016-12-13,0240,T,42,6.0NRT,287.3,3.8,N
9.731,-63.476,319.6,1,1,2016-12-13,0240,T,99,6.0NRT,288.7,16.9,N
9.741,-63.474,316.8,1,1,2016-12-13,0240,T,94,6.0NRT,288.1,14.6,N
9.778,-63.272,305.1,1,1,2016-12-13,0240,T,63,6.0NRT,286.6,6,N
9.852,-63.336,300.5,1,1,2016-12-13,0240,T,29,6.0NRT,286.8,3.4,N
10.056,-64.883,311.4,1,1,2016-12-13,0240,T,82,6.0NRT,282.6,9,N
10.055,-64.892,307,1,1,2016-12-13,0240,T,62,6.0NRT,284.4,6,N
10.064,-64.894,306.6,1,1,2016-12-13,0240,T,47,6.0NRT,286.3,5.6,N
-39.09,-63.28,305.4,4.7,2,2016-12-13,0405,T,64,6.0NRT,278.8,95.5,N
-39.044,-63.248,302.6,4.7,2,2016-12-13,0405,T,50,6.0NRT,278.6,82.4,N
-39.059,-63.301,304.8,4.7,2,2016-12-13,0405,T,62,6.0NRT,278.8,93.8,N
-39.047,-63.254,308.6,4.7,2,2016-12-13,0405,T,75,6.0NRT,278.9,116.5,N
-39.062,-63.306,300.7,4.7,2,2016-12-13,0405,T,32,6.0NRT,278.6,71.1,N
-31.847,-68.282,310.4,3.8,1.8,2016-12-13,0405,T,80,6.0NRT,290.6,68.2,N
-31.842,-68.291,313.6,3.8,1.8,2016-12-13,0405,T,87,6.0NRT,290.5,84.9,N
-2.924,-45.394,320.1,3.9,1.8,2016-12-13,0355,A,100,6.0NRT,287.6,127.7,N
-2.93,-45.359,328.2,3.9,1.8,2016-12-13,0355,A,100,6.0NRT,287.9,189.9,N
-2.911,-45.4,306.1,3.9,1.8,2016-12-13,0355,A,67,6.0NRT,287.4,47.7,N
-2.917,-45.365,328.6,3.9,1.8,2016-12-13,0355,A,100,6.0NRT,287.8,193.9,N
-2.933,-45.368,307.2,3.9,1.8,2016-12-13,0355,A,71,6.0NRT,287.7,53.2,N
-5.819,-35.386,313.8,1,1,2016-12-13,0355,A,88,6.0NRT,293.6,12.4,N
-5.82,-35.376,303.8,1,1,2016-12-13,0355,A,57,6.0NRT,293.2,5.1,N
-6.032,-35.248,305.2,1,1,2016-12-13,0355,A,63,6.0NRT,293.6,6.1,N
-6.448,-35.044,313.2,1.1,1,2016-12-13,0355,A,86,6.0NRT,291.5,12,N
-6.45,-35.034,311.9,1.1,1,2016-12-13,0355,A,84,6.0NRT,291.2,10.9,N
-6.687,-35.038,310.9,1.1,1,2016-12-13,0355,A,81,6.0NRT,293.1,10.8,N
-7.126,-35.066,303.3,1.1,1,2016-12-13,0355,A,54,6.0NRT,292.7,5.4,N
-7.585,-35.012,306.6,1.1,1,2016-12-13,0355,A,69,6.0NRT,293.3,7.6,N
-7.933,-35.086,309.5,1.1,1,2016-12-13,0355,A,77,6.0NRT,293.1,10.2,N
-7.969,-35.207,309.6,1.1,1,2016-12-13,0355,A,78,6.0NRT,293.2,9.6,N
-7.97,-35.198,319.6,1.1,1,2016-12-13,0355,A,99,6.0NRT,293.7,18.7,N
-9.601,-36.015,311.8,1,1,2016-12-13,0355,A,83,6.0NRT,294.5,10.5,N
-9.641,-36.059,313.3,1,1,2016-12-13,0355,A,87,6.0NRT,294.5,11.5,N
-9.658,-36.059,310.5,1,1,2016-12-13,0355,A,80,6.0NRT,294.5,9.4,N
-10.048,-36.292,314.3,1,1,2016-12-13,0355,A,89,6.0NRT,292.2,12.5,N
-10.05,-36.283,306.3,1,1,2016-12-13,0355,A,68,6.0NRT,294,6.6,N
-10.057,-36.294,311.2,1,1,2016-12-13,0355,A,82,6.0NRT,294,10,N
-10.17,-36.531,306.7,1,1,2016-12-13,0355,A,69,6.0NRT,294.3,6.9,N
-10.242,-36.285,305.1,1,1,2016-12-13,0355,A,46,6.0NRT,292.7,5.8,N
-10.244,-36.276,310.3,1,1,2016-12-13,0355,A,80,6.0NRT,291.5,9.4,N
-11.653,-37.719,305,1,1,2016-12-13,0355,A,62,6.0NRT,294,4.7,N
-4.821,-80.948,316.2,1.7,1.3,2016-12-13,0415,T,93,6.0NRT,283.9,33.6,N
-6.566,-51.086,305.3,4.4,1.9,2016-12-13,0535,A,28,6.0NRT,283.5,63,N
-17.988,-61.648,303,1.1,1.1,2016-12-13,0535,A,46,6.0NRT,285.5,7,N
-18.782,-58.062,303.6,1.9,1.4,2016-12-13,0535,A,56,6.0NRT,280.5,18.7,N
-18.981,-57.911,303.2,2,1.4,2016-12-13,0535,A,50,6.0NRT,286.8,17.6,N
9.739,-63.472,311.5,1.9,1.4,2016-12-13,0530,A,83,6.0NRT,284.4,28.2,N
9.736,-63.455,300.6,1.9,1.3,2016-12-13,0530,A,30,6.0NRT,284.6,10.1,N
9.735,-63.48,300.7,1.9,1.4,2016-12-13,0530,A,32,6.0NRT,283.7,10,N
9.733,-63.463,304.9,1.9,1.3,2016-12-13,0530,A,62,6.0NRT,284.7,15.8,N
9.704,-63.518,301.8,1.9,1.4,2016-12-13,0530,A,44,6.0NRT,283.8,12.2,N
9.685,-63.468,317.7,1.9,1.3,2016-12-13,0530,A,95,6.0NRT,284.5,40.6,N
9.655,-63.525,307.7,1.9,1.4,2016-12-13,0530,A,72,6.0NRT,285.1,19.9,N
9.656,-63.632,337.1,2,1.4,2016-12-13,0530,A,100,6.0NRT,285.7,103.6,N
9.654,-63.614,359.3,2,1.4,2016-12-13,0530,A,100,6.0NRT,286.9,225,N
9.662,-63.619,318.9,2,1.4,2016-12-13,0530,A,98,6.0NRT,285.8,42.2,N
9.652,-63.638,304.9,2,1.4,2016-12-13,0530,A,29,6.0NRT,285,15.2,N
9.649,-63.62,353,2,1.4,2016-12-13,0530,A,100,6.0NRT,286.5,183.6,N
9.627,-63.731,313.7,2,1.4,2016-12-13,0530,A,88,6.0NRT,284.8,34.8,N
9.624,-63.713,323,2,1.4,2016-12-13,0530,A,100,6.0NRT,285.5,58.3,N
9.393,-64.548,303.8,2.3,1.5,2016-12-13,0530,A,57,6.0NRT,287.8,16.3,N
9.392,-64.532,301.8,2.3,1.5,2016-12-13,0530,A,44,6.0NRT,287.7,13.6,N
-1.191,-52.194,319.9,3,1.6,2016-12-13,0530,A,99,6.0NRT,277,88,N
-1.193,-52.199,314.8,3,1.6,2016-12-13,0530,A,90,6.0NRT,277.3,65.3,N
-22.156,-59.216,303.7,1.8,1.3,2016-12-13,0540,A,56,6.0NRT,292.9,11,N
-22.822,-61.583,305.3,1.3,1.1,2016-12-13,0540,A,64,6.0NRT,295.1,8.5,N
-22.823,-61.571,305.9,1.3,1.1,2016-12-13,0540,A,66,6.0NRT,293.9,9.1,N
-22.991,-63.453,315.2,1.1,1,2016-12-13,0540,A,91,6.0NRT,295.1,14.2,N
-23.036,-64.04,317.4,1,1,2016-12-13,0540,A,95,6.0NRT,294.4,15.8,N
-23.432,-61.157,309.5,1.4,1.2,2016-12-13,0540,A,67,6.0NRT,282.5,15.4,N
-23.434,-61.144,327.1,1.4,1.2,2016-12-13,0540,A,100,6.0NRT,286.9,40.8,N
-23.436,-61.13,315.4,1.4,1.2,2016-12-13,0540,A,60,6.0NRT,287.6,21.3,N
-22.316,-68.881,311.5,1.4,1.2,2016-12-13,0540,A,83,6.0NRT,279.4,24.6,N
-32.798,-70.951,305.5,1.2,1.1,2016-12-13,0540,A,64,6.0NRT,286.7,12.3,N
-39.086,-63.26,306.5,1.6,1.3,2016-12-13,0545,A,67,6.0NRT,280.3,20.6,N
-39.083,-63.266,304.1,1.6,1.3,2016-12-13,0545,A,59,6.0NRT,279.5,19.5,N
-39.172,-63.065,308.3,1.7,1.3,2016-12-13,0545,A,74,6.0NRT,279.2,27.1,N
-39.18,-63.072,300.2,1.7,1.3,2016-12-13,0545,A,20,6.0NRT,278.5,15.3,N
-20.233,-47.829,325,1,1,2016-12-13,1325,T,73,6.0NRT,301,14.4,D
-19.957,-49.93,321.1,1.2,1.1,2016-12-13,1325,T,41,6.0NRT,291.4,15,D
-22.512,-44.193,309.7,1.3,1.1,2016-12-13,1325,T,57,6.0NRT,287.4,6.1,D
-20.828,-57.916,320.7,4,1.9,2016-12-13,1325,T,41,6.0NRT,293.8,68.1,D
-25.534,-49.191,317.3,1,1,2016-12-13,1325,T,63,6.0NRT,300.4,6.2,D
-25.504,-53.018,318.1,1.5,1.2,2016-12-13,1325,T,0,6.0NRT,303.4,14.6,D
-26.873,-48.668,318.5,1,1,2016-12-13,1325,T,18,6.0NRT,300.4,6.5,D
-28.845,-57.539,328.4,2.5,1.5,2016-12-13,1330,T,80,6.0NRT,302.4,61.3,D
-32.002,-52.295,319.7,1.1,1,2016-12-13,1330,T,71,6.0NRT,290.8,12.9,D
-32.034,-52.308,323.4,1.1,1,2016-12-13,1330,T,76,6.0NRT,294.6,16.5,D
-32.036,-52.296,315.9,1.1,1,2016-12-13,1330,T,64,6.0NRT,294,8.7,D
-0.488,-51.633,317.6,3.4,1.7,2016-12-13,1320,T,0,6.0NRT,287.3,53.5,D
-1.658,-46.069,335.2,1.2,1.1,2016-12-13,1320,T,87,6.0NRT,294.4,37.5,D
-1.802,-45.111,319,1.1,1,2016-12-13,1320,T,53,6.0NRT,292.6,10.1,D
-1.957,-46.12,327.7,1.2,1.1,2016-12-13,1320,T,72,6.0NRT,300.3,18.9,D
-2.779,-42.628,322.4,1,1,2016-12-13,1320,T,46,6.0NRT,301,11.3,D
-3.228,-39.753,339.3,1.4,1.2,2016-12-13,1320,T,88,6.0NRT,297.3,49,D
-3.23,-39.74,320.2,1.4,1.2,2016-12-13,1320,T,46,6.0NRT,294.6,9.9,D
-2.878,-42.265,317.3,1,1,2016-12-13,1320,T,46,6.0NRT,295.7,8.4,D
-3.239,-39.754,322.4,1.4,1.2,2016-12-13,1320,T,43,6.0NRT,296.9,13.8,D
-2.769,-43.881,315.8,1,1,2016-12-13,1320,T,60,6.0NRT,291.1,7.9,D
-3.037,-42.064,324.7,1.1,1,2016-12-13,1320,T,70,6.0NRT,299.9,12.5,D
-3.045,-42.075,333.3,1.1,1,2016-12-13,1320,T,85,6.0NRT,298.3,23.5,D
-3.114,-43.855,322.8,1,1,2016-12-13,1320,T,71,6.0NRT,299.4,12,D
-3.056,-45.245,327,1.1,1,2016-12-13,1320,T,79,6.0NRT,297.8,18.7,D
-3.214,-44.734,338.4,1,1,2016-12-13,1320,T,67,6.0NRT,300,26.7,D
-3.414,-45.312,340.9,1.1,1,2016-12-13,1320,T,84,6.0NRT,300.4,37.2,D
-3.525,-45.233,322.3,1.1,1,2016-12-13,1320,T,0,6.0NRT,300.9,13.4,D
-3.148,-47.763,321.3,1.5,1.2,2016-12-13,1320,T,66,6.0NRT,298.2,19.1,D
-3.662,-44.567,322.7,1,1,2016-12-13,1320,T,55,6.0NRT,296.5,9.2,D
-3.664,-44.558,344,1,1,2016-12-13,1320,T,92,6.0NRT,299.1,40.1,D
-3.868,-44.423,322.1,1,1,2016-12-13,1320,T,56,6.0NRT,299,9.7,D
-4.88,-45.179,361.8,1,1,2016-12-13,1320,T,100,6.0NRT,291.2,90.2,D
-4.881,-45.17,319.4,1,1,2016-12-13,1320,T,56,6.0NRT,288.1,11.1,D
-8.11,-38.065,324.7,2.3,1.5,2016-12-13,1320,T,40,6.0NRT,301.3,29.8,D
-8.346,-36.863,323.9,2.8,1.6,2016-12-13,1320,T,66,6.0NRT,301.3,45.7,D
-8.348,-36.87,324.7,2.8,1.6,2016-12-13,1320,T,42,6.0NRT,302.3,45.8,D
-10.048,-36.453,321.6,3.2,1.7,2016-12-13,1320,T,58,6.0NRT,294.8,61,D
-10.045,-36.459,321.2,3.2,1.7,2016-12-13,1320,T,57,6.0NRT,296.5,55.7,D
-10.782,-37.239,335.4,2.9,1.6,2016-12-13,1320,T,84,6.0NRT,298.3,118.7,D
-10.783,-37.245,328.5,2.9,1.6,2016-12-13,1320,T,76,6.0NRT,298.5,77.8,D
-10.786,-37.219,319.9,2.9,1.6,2016-12-13,1320,T,51,6.0NRT,298.2,32.5,D
-18.836,-63.192,310.8,3,1.6,2016-12-13,1505,T,32,6.0NRT,292.6,15,D
-22.384,-63.658,315.9,3.1,1.7,2016-12-13,1505,T,29,6.0NRT,303.4,34.6,D
-22.813,-61.666,317.9,4.3,1.9,2016-12-13,1505,T,63,6.0NRT,296,64.1,D
-22.816,-61.623,319.8,4.4,1.9,2016-12-13,1505,T,67,6.0NRT,296.1,79.7,D
-22.817,-61.629,320.8,4.4,1.9,2016-12-13,1505,T,67,6.0NRT,296.3,85.4,D
-22.498,-65.979,333.8,2.1,1.4,2016-12-13,1505,T,82,6.0NRT,316.7,42.5,D
-23.44,-61.173,316.8,4.8,2,2016-12-13,1505,T,58,6.0NRT,296.3,72.4,D
-23.443,-61.126,323.3,4.8,2,2016-12-13,1505,T,73,6.0NRT,296.6,132,D
-24.199,-63.86,321.3,3.1,1.7,2016-12-13,1505,T,26,6.0NRT,305.8,45.8,D
-24.424,-63.678,321.1,3.2,1.7,2016-12-13,1505,T,50,6.0NRT,304.5,51.5,D
-23.825,-70.314,332.2,1.2,1.1,2016-12-13,1505,T,66,6.0NRT,316.9,14.3,D
-25.102,-63.275,320.1,3.5,1.8,2016-12-13,1505,T,49,6.0NRT,304.3,55.5,D
-25.118,-63.276,320.7,3.5,1.8,2016-12-13,1505,T,66,6.0NRT,303.4,58.4,D
-25.11,-63.282,323.7,3.5,1.8,2016-12-13,1505,T,72,6.0NRT,305.7,75.6,D
-25.951,-61.484,316.3,4.8,2,2016-12-13,1505,T,42,6.0NRT,298.4,63.6,D
-25.935,-62.218,315.1,4.3,1.9,2016-12-13,1505,T,58,6.0NRT,298.6,49.2,D
-25.936,-62.225,315.3,4.3,1.9,2016-12-13,1505,T,57,6.0NRT,298.7,50.2,D
-26.144,-61.796,315.4,4.6,2,2016-12-13,1505,T,49,6.0NRT,297.6,49.2,D
-27.355,-62.343,312.3,4.3,1.9,2016-12-13,1505,T,9,6.0NRT,292.3,42.2,D
-34.103,-70.461,321.6,1.5,1.2,2016-12-13,1505,T,58,6.0NRT,308.5,13,D
-7.336,-75.221,313.2,2.1,1.4,2016-12-13,1500,T,43,6.0NRT,293.3,18.2,D
-9.575,-66.284,310.6,1.3,1.1,2016-12-13,1500,T,45,6.0NRT,290.2,10.2,D
-11.984,-65.314,314.4,1.6,1.3,2016-12-13,1500,T,70,6.0NRT,293.1,14.3,D
-11.995,-65.315,342.5,1.6,1.3,2016-12-13,1500,T,92,6.0NRT,293.2,85.9,D
-11.997,-65.3,328.8,1.7,1.3,2016-12-13,1500,T,84,6.0NRT,292.9,44,D
-12.773,-67.5,311.4,1.2,1.1,2016-12-13,1500,T,32,6.0NRT,292.3,6.9,D
-12.957,-67.195,323.5,1.3,1.1,2016-12-13,1500,T,73,6.0NRT,289.2,21.8,D
