latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp
-11.397,-55.668,324,1.1,1,2016-10-18,14:10,T,49,5.0       ,306.3,14.7
-11.646,-54.078,323.1,1.4,1.2,2016-10-18,14:10,T,53,5.0       ,306.6,25
-11.976,-51.556,324.6,2.1,1.4,2016-10-18,14:10,T,34,5.0       ,302.3,28.8
-11.646,-54.153,318.5,1.3,1.1,2016-10-18,14:10,T,46,5.0       ,303.6,17.6
-11.656,-54.079,322.9,1.4,1.2,2016-10-18,14:10,T,70,5.0       ,306.3,24.9
-11.658,-54.067,320.8,1.4,1.2,2016-10-18,14:10,T,56,5.0       ,305,20.8
-11.655,-54.167,319.3,1.3,1.1,2016-10-18,14:10,T,28,5.0       ,304,17.8
-12.004,-51.546,325.1,2.1,1.4,2016-10-18,14:10,T,41,5.0       ,301.7,30.6
-11.677,-54.213,319.1,1.3,1.1,2016-10-18,14:10,T,39,5.0       ,303.6,18.6
-11.349,-56.719,324,1,1,2016-10-18,14:10,T,33,5.0       ,305.9,14.4
-11.683,-54.324,322.2,1.3,1.1,2016-10-18,14:10,T,39,5.0       ,306.5,22.8
-11.415,-56.325,334.8,1,1,2016-10-18,14:10,T,82,5.0       ,301.4,34.1
-11.76,-57.121,332.9,1,1,2016-10-18,14:10,T,54,5.0       ,302.1,22.9
-11.761,-57.112,366,1,1,2016-10-18,14:10,T,100,5.0       ,303.5,99.8
-11.763,-57.103,339,1,1,2016-10-18,14:10,T,89,5.0       ,298,37.7
-12.152,-54.321,329.3,1.3,1.1,2016-10-18,14:10,T,81,5.0       ,300.9,34
-11.595,-58.365,318.5,1,1,2016-10-18,14:10,T,42,5.0       ,302.9,11.7
-11.72,-57.582,316.3,1,1,2016-10-18,14:10,T,39,5.0       ,300.2,10.1
-11.777,-57.255,317.2,1,1,2016-10-18,14:10,T,34,5.0       ,301.6,10.3
-11.842,-56.812,321.1,1,1,2016-10-18,14:10,T,34,5.0       ,303.2,13.9
-12.64,-50.946,329.7,2.4,1.5,2016-10-18,14:10,T,83,5.0       ,299.2,61.1
-11.864,-56.716,316.6,1,1,2016-10-18,14:10,T,54,5.0       ,302.5,10.4
-11.865,-56.707,317.8,1,1,2016-10-18,14:10,T,35,5.0       ,303.2,10.8
-12.635,-50.951,328.4,2.4,1.5,2016-10-18,14:10,T,81,5.0       ,298.4,55.7
-11.877,-56.946,319.5,1,1,2016-10-18,14:10,T,24,5.0       ,303.8,12.1
-11.879,-56.937,319.4,1,1,2016-10-18,14:10,T,46,5.0       ,303,11.6
-12.226,-54.459,321.6,1.3,1.1,2016-10-18,14:10,T,44,5.0       ,304.8,21.5
-12.324,-54.046,322.7,1.4,1.2,2016-10-18,14:10,T,43,5.0       ,305.4,23.8
-12.384,-53.713,320.5,1.5,1.2,2016-10-18,14:10,T,19,5.0       ,303.8,22.8
-12.479,-53.061,322.2,1.6,1.3,2016-10-18,14:10,T,53,5.0       ,301.1,22.6
-11.871,-57.747,316.9,1,1,2016-10-18,14:10,T,67,5.0       ,301.8,10.9
-11.966,-57.098,316.5,1,1,2016-10-18,14:10,T,27,5.0       ,301.7,10.3
-12.037,-56.603,334.6,1,1,2016-10-18,14:10,T,75,5.0       ,300.4,26.9
-11.976,-57.09,317.1,1,1,2016-10-18,14:10,T,34,5.0       ,301,10.8
-11.102,-62.859,324.1,1.8,1.3,2016-10-18,14:10,T,41,5.0       ,300.7,24.6
-11.115,-62.779,322.1,1.7,1.3,2016-10-18,14:10,T,43,5.0       ,301,21.3
-12.037,-56.858,320.4,1,1,2016-10-18,14:10,T,33,5.0       ,303.7,13.7
-12.084,-56.597,325.2,1,1,2016-10-18,14:10,T,45,5.0       ,305.9,15.6
-21.296,-57.924,340.9,1.1,1,2016-10-18,14:15,T,90,5.0       ,305.3,39.6
-21.593,-56.353,318.9,1.3,1.1,2016-10-18,14:15,T,70,5.0       ,293.4,16.1
-21.332,-58.604,347.4,1,1,2016-10-18,14:15,T,94,5.0       ,304,48.8
-21.386,-58.22,342.3,1.1,1,2016-10-18,14:15,T,91,5.0       ,304.4,41.6
-21.387,-58.21,360.3,1.1,1,2016-10-18,14:15,T,100,5.0       ,304.7,86.6
-21.424,-57.939,326.1,1.1,1,2016-10-18,14:15,T,79,5.0       ,304.2,13.9
-21.426,-57.929,328.2,1.1,1,2016-10-18,14:15,T,75,5.0       ,305,19
-21.391,-58.227,324.7,1.1,1,2016-10-18,14:15,T,77,5.0       ,304.7,9.3
-21.393,-58.216,375.1,1.1,1,2016-10-18,14:15,T,100,5.0       ,305.9,137
-21.394,-58.206,339.4,1.1,1,2016-10-18,14:15,T,89,5.0       ,304,33.3
-21.43,-57.935,331.1,1.1,1,2016-10-18,14:15,T,78,5.0       ,303.9,23.1
-21.432,-57.925,328.6,1.1,1,2016-10-18,14:15,T,65,5.0       ,304.2,20.3
-21.441,-57.926,343,1.1,1,2016-10-18,14:15,T,92,5.0       ,301.1,48.8
-21.347,-58.886,338.1,1,1,2016-10-18,14:15,T,78,5.0       ,311.2,26.5
-21.37,-58.92,330.6,1,1,2016-10-18,14:15,T,66,5.0       ,312,14
-21.592,-57.988,328.5,1.1,1,2016-10-18,14:15,T,74,5.0       ,304.4,16.2
-21.593,-57.977,331.9,1.1,1,2016-10-18,14:15,T,84,5.0       ,305.1,23.6
-21.385,-59.58,354.1,1,1,2016-10-18,14:15,T,97,5.0       ,311.9,61.5
-21.386,-59.571,380.7,1,1,2016-10-18,14:15,T,100,5.0       ,314.7,147.2
-21.388,-59.561,328.3,1,1,2016-10-18,14:15,T,64,5.0       ,309.1,14.4
-21.678,-58.028,349.4,1.1,1,2016-10-18,14:15,T,95,5.0       ,308.8,59.5
-21.679,-58.018,353.1,1.1,1,2016-10-18,14:15,T,97,5.0       ,308.9,70.1
-21.687,-58.03,334.8,1.1,1,2016-10-18,14:15,T,86,5.0       ,307,29.2
-16.336,-57.984,350.6,1,1,2016-10-18,14:15,T,95,5.0       ,305.9,57.8
-16.338,-57.974,326.4,1,1,2016-10-18,14:15,T,80,5.0       ,303.6,13.6
-16.183,-59.095,332.5,1,1,2016-10-18,14:15,T,85,5.0       ,308.4,22.1
-16.346,-57.985,334,1,1,2016-10-18,14:15,T,86,5.0       ,303.3,25.8
-16.347,-57.976,326.7,1,1,2016-10-18,14:15,T,80,5.0       ,303,14.6
-15.285,-64.749,317.7,2.1,1.4,2016-10-18,14:15,T,68,5.0       ,287.7,35.1
-16.414,-57.636,319.9,1,1,2016-10-18,14:15,T,36,5.0       ,302.2,9.5
-15.942,-60.888,322.1,1.1,1.1,2016-10-18,14:15,T,28,5.0       ,305.9,14
-16.327,-58.363,323.5,1,1,2016-10-18,14:15,T,66,5.0       ,305,10.3
-16.338,-58.288,332.9,1,1,2016-10-18,14:15,T,85,5.0       ,304.5,21.4
-16.201,-59.344,333.6,1,1,2016-10-18,14:15,T,86,5.0       ,307.6,22.6
-16.202,-59.334,339.1,1,1,2016-10-18,14:15,T,89,5.0       ,309.4,31.4
-16.262,-59.057,337.8,1,1,2016-10-18,14:15,T,88,5.0       ,308.6,27.8
-16.263,-59.048,371.2,1,1,2016-10-18,14:15,T,100,5.0       ,309.1,111.2
-16.971,-53.842,319.5,1.7,1.3,2016-10-18,14:15,T,56,5.0       ,299.8,22.3
-16.271,-59.058,327.2,1,1,2016-10-18,14:15,T,71,5.0       ,308.3,11.6
-16.129,-60.815,334.3,1.1,1.1,2016-10-18,14:15,T,86,5.0       ,305.9,31.1
-16.138,-60.816,323.5,1.1,1.1,2016-10-18,14:15,T,22,5.0       ,305.8,14.1
-16.614,-57.645,326.1,1,1,2016-10-18,14:15,T,70,5.0       ,306.5,16.3
-15.433,-65.036,313.7,2.1,1.4,2016-10-18,14:15,T,49,5.0       ,289.5,31.9
-15.446,-65.038,312.7,2.1,1.4,2016-10-18,14:15,T,38,5.0       ,288.7,29.9
-15.99,-61.92,376.1,1.3,1.1,2016-10-18,14:15,T,100,5.0       ,308.3,189
-16.201,-60.784,327.5,1.1,1.1,2016-10-18,14:15,T,53,5.0       ,305.7,15.9
-17.15,-54.342,330.3,1.6,1.2,2016-10-18,14:15,T,83,5.0       ,300.4,34.4
-17.151,-54.327,328.8,1.6,1.2,2016-10-18,14:15,T,82,5.0       ,300,30.1
-16.934,-56.584,320.3,1.1,1.1,2016-10-18,14:15,T,30,5.0       ,288.5,16.9
-17.142,-58.831,324.5,1,1,2016-10-18,14:15,T,45,5.0       ,307.7,12.9
-16.091,-65.412,334.1,2.2,1.4,2016-10-18,14:15,T,57,5.0       ,290.7,101.4
-16.094,-65.315,334.3,2.2,1.4,2016-10-18,14:15,T,86,5.0       ,291.7,104.1
-16.098,-65.295,334.9,2.2,1.4,2016-10-18,14:15,T,87,5.0       ,287.3,107.9
-16.105,-65.401,327.5,2.2,1.4,2016-10-18,14:15,T,23,5.0       ,291.5,76
-16.815,-63.069,341.7,1.5,1.2,2016-10-18,14:15,T,91,5.0       ,304.2,64
-16.817,-63.056,338.3,1.5,1.2,2016-10-18,14:15,T,89,5.0       ,304.1,53.8
-17.801,-56.85,326.2,1.1,1.1,2016-10-18,14:15,T,79,5.0       ,300.7,14.7
-17.614,-58.368,337.2,1,1,2016-10-18,14:15,T,51,5.0       ,312.7,31.9
-17.616,-58.359,361.2,1,1,2016-10-18,14:15,T,100,5.0       ,309.2,86
-17.331,-60.631,336.3,1.1,1,2016-10-18,14:15,T,87,5.0       ,308.6,29.2
-17.336,-60.601,370,1.1,1,2016-10-18,14:15,T,100,5.0       ,311.4,119.7
-17.345,-60.603,337,1.1,1,2016-10-18,14:15,T,88,5.0       ,308.3,34.3
-17.346,-60.593,385.5,1.1,1,2016-10-18,14:15,T,100,5.0       ,308.5,188.5
-17.529,-60.544,332,1.1,1,2016-10-18,14:15,T,84,5.0       ,306.3,25.2
-17.682,-61.214,324.1,1.1,1.1,2016-10-18,14:15,T,66,5.0       ,304,13.3
-18.139,-58.496,320.6,1,1,2016-10-18,14:15,T,58,5.0       ,305.5,12.1
-18.285,-58.182,321.7,1,1,2016-10-18,14:15,T,65,5.0       ,302.6,10.3
-18.158,-59.43,323,1,1,2016-10-18,14:15,T,76,5.0       ,308.3,13.1
-18.743,-57.662,339.8,1.1,1,2016-10-18,14:15,T,71,5.0       ,296.9,42.6
-18.873,-56.927,314.3,1.1,1.1,2016-10-18,14:15,T,47,5.0       ,285.8,8.9
-18.718,-58.817,317.7,1,1,2016-10-18,14:15,T,68,5.0       ,302.7,7.8
-18.235,-62.3,359.7,1.2,1.1,2016-10-18,14:15,T,99,5.0       ,308.3,109.2
-18.237,-62.288,378.9,1.2,1.1,2016-10-18,14:15,T,100,5.0       ,308.1,196.6
-18.895,-58.093,322,1,1,2016-10-18,14:15,T,72,5.0       ,304.2,11.6
-18.974,-57.92,330.3,1.1,1,2016-10-18,14:15,T,65,5.0       ,306.3,20.8
-18.371,-63.819,328.9,1.5,1.2,2016-10-18,14:15,T,82,5.0       ,297,47.8
-19.444,-57.909,338.9,1.1,1,2016-10-18,14:15,T,89,5.0       ,305,37.4
-19.445,-57.899,332.1,1.1,1,2016-10-18,14:15,T,84,5.0       ,304.3,25.1
-18.751,-63.144,341.6,1.4,1.2,2016-10-18,14:15,T,91,5.0       ,304.4,57.3
-19.804,-57.957,337.6,1.1,1,2016-10-18,14:15,T,66,5.0       ,296.8,34.4
-19.826,-57.94,364.3,1.1,1,2016-10-18,14:15,T,100,5.0       ,287.6,102.3
-19.827,-57.93,337.5,1.1,1,2016-10-18,14:15,T,88,5.0       ,284,34.9
-19.835,-57.941,358.2,1.1,1,2016-10-18,14:15,T,99,5.0       ,282.9,84.6
-19.836,-57.931,339.7,1.1,1,2016-10-18,14:15,T,90,5.0       ,283.5,40.6
-19.815,-58.153,369.1,1,1,2016-10-18,14:15,T,100,5.0       ,308,112.6
-19.816,-58.143,363.6,1,1,2016-10-18,14:15,T,100,5.0       ,307.7,95.9
-19.823,-58.165,336.6,1,1,2016-10-18,14:15,T,81,5.0       ,306.4,27.8
-19.824,-58.155,353.6,1,1,2016-10-18,14:15,T,97,5.0       ,309.2,64.2
-19.83,-58.176,327.9,1,1,2016-10-18,14:15,T,81,5.0       ,305.2,14.9
-19.832,-58.166,343.3,1,1,2016-10-18,14:15,T,78,5.0       ,309.2,38.3
-19.838,-58.174,357.4,1,1,2016-10-18,14:15,T,93,5.0       ,308.9,72.6
-19.847,-58.175,352.7,1,1,2016-10-18,14:15,T,82,5.0       ,309.7,58.9
-20.24,-56.286,328,1.3,1.1,2016-10-18,14:15,T,81,5.0       ,295.3,27.1
-20.242,-56.274,320.5,1.3,1.1,2016-10-18,14:15,T,73,5.0       ,294.5,13.1
-19.653,-60.686,317.6,1,1,2016-10-18,14:15,T,67,5.0       ,301.7,8.8
-19.655,-60.676,322.3,1,1,2016-10-18,14:15,T,75,5.0       ,300.5,14.7
-20.039,-59.157,321.5,1,1,2016-10-18,14:15,T,46,5.0       ,296,10.5
-20.041,-59.147,328.7,1,1,2016-10-18,14:15,T,82,5.0       ,296.2,20.2
-20.057,-59.352,326.4,1,1,2016-10-18,14:15,T,80,5.0       ,297.9,16
-20.432,-56.767,322.3,1.2,1.1,2016-10-18,14:15,T,39,5.0       ,297.4,18.1
-20.189,-58.625,355.9,1,1,2016-10-18,14:15,T,98,5.0       ,308.7,68
-20.19,-58.615,329.3,1,1,2016-10-18,14:15,T,66,5.0       ,305.5,14.8
-20.44,-56.78,337.4,1.2,1.1,2016-10-18,14:15,T,88,5.0       ,296.8,43
-20.209,-58.618,325.8,1,1,2016-10-18,14:15,T,70,5.0       ,305.4,13
-20.39,-57.308,337.5,1.1,1.1,2016-10-18,14:15,T,88,5.0       ,302.6,32.8
-20.391,-57.297,363.8,1.1,1.1,2016-10-18,14:15,T,100,5.0       ,305,105.2
-20.734,-54.886,318.1,1.6,1.2,2016-10-18,14:15,T,51,5.0       ,291.3,21.7
-20.397,-58.001,382.2,1.1,1,2016-10-18,14:15,T,100,5.0       ,311.9,160.4
-20.398,-57.991,345.4,1.1,1,2016-10-18,14:15,T,92,5.0       ,310.3,36.5
-20.406,-58.003,369.8,1.1,1,2016-10-18,14:15,T,100,5.0       ,308.8,111.5
-20.407,-57.992,344.6,1.1,1,2016-10-18,14:15,T,85,5.0       ,309,37.3
-20.504,-57.535,331.1,1.1,1.1,2016-10-18,14:15,T,73,5.0       ,303.8,19.2
-20.437,-58.169,344.3,1.1,1,2016-10-18,14:15,T,86,5.0       ,307.2,44.2
-20.438,-58.159,345,1.1,1,2016-10-18,14:15,T,93,5.0       ,302.8,47
-20.637,-56.679,320.4,1.2,1.1,2016-10-18,14:15,T,46,5.0       ,294.6,10.3
-20.488,-58.001,342.6,1.1,1,2016-10-18,14:15,T,91,5.0       ,301.1,44.3
-20.472,-58.185,329.3,1.1,1,2016-10-18,14:15,T,41,5.0       ,309.7,16.9
-20.536,-58.18,327.9,1.1,1,2016-10-18,14:15,T,75,5.0       ,305.9,15.3
-20.637,-57.658,339,1.1,1,2016-10-18,14:15,T,89,5.0       ,306.7,31.7
-20.639,-57.647,365.5,1.1,1,2016-10-18,14:15,T,100,5.0       ,305.4,105.2
-20.747,-57.161,326.2,1.2,1.1,2016-10-18,14:15,T,72,5.0       ,297.1,15.8
-20.748,-57.15,325.1,1.2,1.1,2016-10-18,14:15,T,76,5.0       ,297.7,15.1
-20.647,-57.974,323,1.1,1,2016-10-18,14:15,T,67,5.0       ,301,13.7
-20.798,-57.465,329,1.1,1.1,2016-10-18,14:15,T,76,5.0       ,300.4,21.2
-20.884,-56.968,322.1,1.2,1.1,2016-10-18,14:15,T,75,5.0       ,283.4,16.2
-20.56,-59.812,328.5,1,1,2016-10-18,14:15,T,81,5.0       ,308.5,16.6
-20.561,-59.802,328.9,1,1,2016-10-18,14:15,T,82,5.0       ,308.5,17.2
-20.562,-59.793,332.8,1,1,2016-10-18,14:15,T,85,5.0       ,307.1,23
-20.682,-58.968,331.9,1,1,2016-10-18,14:15,T,84,5.0       ,309.7,17.6
-20.98,-56.93,316.4,1.2,1.1,2016-10-18,14:15,T,30,5.0       ,283.5,9.8
-20.922,-57.907,337,1.1,1,2016-10-18,14:15,T,82,5.0       ,298.2,37
-20.932,-57.909,341.7,1.1,1,2016-10-18,14:15,T,91,5.0       ,298.9,43.9
-20.939,-57.92,373.1,1.1,1,2016-10-18,14:15,T,100,5.0       ,302.4,135.8
-20.941,-57.91,327.8,1.1,1,2016-10-18,14:15,T,55,5.0       ,298.9,16.1
-20.987,-57.892,325.4,1.1,1,2016-10-18,14:15,T,35,5.0       ,299.3,14.6
-21.016,-57.821,332.5,1.1,1,2016-10-18,14:15,T,64,5.0       ,298.4,27.3
-21.044,-57.825,323,1.1,1,2016-10-18,14:15,T,47,5.0       ,294.8,16.7
-21.046,-57.815,327,1.1,1,2016-10-18,14:15,T,68,5.0       ,294.4,21.7
-21.059,-57.972,347.4,1.1,1,2016-10-18,14:15,T,84,5.0       ,306.1,58.6
-21.045,-58.212,331.3,1.1,1,2016-10-18,14:15,T,84,5.0       ,306.9,19.8
-21.052,-58.234,331,1.1,1,2016-10-18,14:15,T,78,5.0       ,307.8,19.4
-21.053,-58.223,333.9,1.1,1,2016-10-18,14:15,T,86,5.0       ,308.3,23.3
-21.054,-58.213,336.8,1.1,1,2016-10-18,14:15,T,88,5.0       ,307.7,29.3
-21.056,-58.203,325.2,1.1,1,2016-10-18,14:15,T,62,5.0       ,305.1,11.2
-21.219,-58.098,334.6,1.1,1,2016-10-18,14:15,T,86,5.0       ,303.4,30.8
-21.22,-58.088,352.7,1.1,1,2016-10-18,14:15,T,96,5.0       ,303.9,71.1
-21.222,-58.077,333.9,1.1,1,2016-10-18,14:15,T,85,5.0       ,302.5,32.1
-21.226,-58.094,348,1.1,1,2016-10-18,14:15,T,94,5.0       ,304.6,56.7
-21.227,-58.084,338.2,1.1,1,2016-10-18,14:15,T,89,5.0       ,303.5,36.3
-21.146,-59.002,323,1,1,2016-10-18,14:15,T,63,5.0       ,303.1,10
-24.305,-58.812,323.7,1.1,1,2016-10-18,14:15,T,77,5.0       ,302.3,15.1
-24.306,-58.802,321.3,1.1,1,2016-10-18,14:15,T,74,5.0       ,301.5,11.7
-24.279,-59.202,331.7,1,1,2016-10-18,14:15,T,84,5.0       ,300.6,29.7
-24.286,-59.209,319,1,1,2016-10-18,14:15,T,70,5.0       ,297.4,11.6
-24.287,-59.199,326.9,1,1,2016-10-18,14:15,T,80,5.0       ,299.2,22.4
-24.528,-57.896,329.5,1.2,1.1,2016-10-18,14:15,T,82,5.0       ,298.8,26.4
-24.851,-56.693,311.6,1.4,1.2,2016-10-18,14:15,T,47,5.0       ,294.8,9.4
-24.582,-59.053,319.2,1.1,1,2016-10-18,14:15,T,71,5.0       ,302,12.1
-24.856,-56.972,314.6,1.3,1.1,2016-10-18,14:15,T,61,5.0       ,296.3,14.1
-25,-57.383,312.4,1.3,1.1,2016-10-18,14:15,T,45,5.0       ,288.7,10.7
-25.001,-57.371,314.3,1.3,1.1,2016-10-18,14:15,T,61,5.0       ,288.1,14.4
-25.14,-57.888,334.2,1.2,1.1,2016-10-18,14:15,T,86,5.0       ,299.1,40.3
-26.007,-55.969,310.8,1.6,1.2,2016-10-18,14:15,T,43,5.0       ,277.2,17.7
6.048,-68.49,316.5,4.4,1.9,2016-10-18,15:45,T,62,5.0       ,280.1,123.2
6.045,-68.496,317,4.4,1.9,2016-10-18,15:45,T,67,5.0       ,280.3,130.3
-10.208,-36.225,327,4.3,1.9,2016-10-18,15:25,A,0,5.0       ,294.9,176.2
-10.206,-36.233,322.3,4.3,1.9,2016-10-18,15:25,A,65,5.0       ,295.1,130.2
5.26,-55.58,328.4,1.1,1,2016-10-18,17:05,A,81,5.0       ,302.6,25.5
5.27,-55.572,319.8,1.1,1,2016-10-18,17:05,A,72,5.0       ,306.2,13.5
5.508,-54.119,359.2,1,1,2016-10-18,17:05,A,94,5.0       ,301,83
4.752,-59.238,325.6,1.8,1.3,2016-10-18,17:05,A,79,5.0       ,294,57.3
5.468,-54.972,317,1,1,2016-10-18,17:05,A,50,5.0       ,300,10
5.749,-54.044,320.7,1,1,2016-10-18,17:05,A,73,5.0       ,301.4,15.2
5.748,-54.053,327.7,1,1,2016-10-18,17:05,A,81,5.0       ,301.6,24.6
5.722,-54.36,330.4,1,1,2016-10-18,17:05,A,83,5.0       ,297.6,28.5
5.604,-55.305,319.2,1,1,2016-10-18,17:05,A,63,5.0       ,300.9,11
5.64,-55.122,372.3,1,1,2016-10-18,17:05,A,100,5.0       ,307.2,127.4
5.638,-55.131,332.8,1,1,2016-10-18,17:05,A,85,5.0       ,300.3,30.5
5.65,-55.114,352.2,1,1,2016-10-18,17:05,A,96,5.0       ,305.4,67.2
5.649,-55.123,344.6,1,1,2016-10-18,17:05,A,92,5.0       ,302.8,51.1
5.647,-55.132,318.3,1,1,2016-10-18,17:05,A,65,5.0       ,297.9,11
5.621,-55.317,327.9,1,1,2016-10-18,17:05,A,81,5.0       ,300.8,23.1
5.79,-54.403,312.7,1,1,2016-10-18,17:05,A,55,5.0       ,298.7,6.8
5.294,-58.163,319.5,1.5,1.2,2016-10-18,17:05,A,34,5.0       ,300.6,23.3
5.292,-58.176,319.8,1.5,1.2,2016-10-18,17:05,A,39,5.0       ,300.8,22.8
5.836,-56.234,320.9,1.1,1.1,2016-10-18,17:05,A,64,5.0       ,301.9,15.2
5.835,-56.243,330.6,1.1,1.1,2016-10-18,17:05,A,83,5.0       ,301.2,30.7
5.833,-56.253,322.5,1.1,1.1,2016-10-18,17:05,A,75,5.0       ,300.3,17.6
5.797,-56.855,324.6,1.2,1.1,2016-10-18,17:05,A,59,5.0       ,302.3,21.2
5.866,-56.725,324.6,1.2,1.1,2016-10-18,17:05,A,78,5.0       ,301.9,18.9
5.357,-60.167,314.3,2.1,1.4,2016-10-18,17:05,A,61,5.0       ,294.4,32.3
5.347,-60.4,330.4,2.2,1.4,2016-10-18,17:05,A,78,5.0       ,292.2,96.6
5.349,-60.386,317,2.2,1.4,2016-10-18,17:05,A,67,5.0       ,294.6,38.4
5.346,-60.405,325.6,2.2,1.4,2016-10-18,17:05,A,74,5.0       ,291.3,73.6
5.381,-60.352,312,2.1,1.4,2016-10-18,17:05,A,32,5.0       ,296.1,23.8
5.464,-60.411,310.9,2.2,1.4,2016-10-18,17:05,A,44,5.0       ,294.6,21.6
6.125,-57.322,323.2,1.3,1.1,2016-10-18,17:05,A,53,5.0       ,304.9,12.7
6.327,-57.611,320.9,1.3,1.1,2016-10-18,17:05,A,47,5.0       ,303.3,13.3
6.327,-57.604,322,1.3,1.1,2016-10-18,17:05,A,70,5.0       ,302.6,16.3
5.882,-60.666,312.8,2.2,1.4,2016-10-18,17:05,A,47,5.0       ,294.9,31.9
5.879,-60.685,316.3,2.2,1.4,2016-10-18,17:05,A,66,5.0       ,295.5,44.5
6.52,-57.815,328,1.3,1.1,2016-10-18,17:05,A,81,5.0       ,303.4,27.4
6.605,-57.871,329.5,1.3,1.1,2016-10-18,17:05,A,82,5.0       ,303,29.8
6.223,-61.349,312.9,2.5,1.5,2016-10-18,17:05,A,56,5.0       ,294,31.6
6.948,-58.559,313.4,1.5,1.2,2016-10-18,17:05,A,58,5.0       ,296.3,15.1
6.89,-61.597,314.3,2.5,1.5,2016-10-18,17:05,A,61,5.0       ,296.3,37.5
6.883,-61.602,318,2.5,1.5,2016-10-18,17:05,A,69,5.0       ,296.5,50.3
7.642,-58.978,311.8,1.5,1.2,2016-10-18,17:05,A,51,5.0       ,294.6,14.7
7.515,-61.448,319.4,2.4,1.5,2016-10-18,17:05,A,36,5.0       ,295.7,43.9
7.511,-61.47,320.7,2.4,1.5,2016-10-18,17:05,A,51,5.0       ,296.9,43.7
7.878,-61.642,321.8,2.4,1.5,2016-10-18,17:05,A,74,5.0       ,295.2,68.1
7.905,-61.646,313.2,2.4,1.5,2016-10-18,17:05,A,45,5.0       ,293.6,30.4
7.899,-61.65,312.6,2.4,1.5,2016-10-18,17:05,A,55,5.0       ,294.8,29.8
8.841,-63.313,311.3,3.2,1.7,2016-10-18,17:05,A,33,5.0       ,292.4,53
9.057,-62.04,312.5,2.5,1.5,2016-10-18,17:05,A,42,5.0       ,295.9,24.5
8.84,-63.319,311.1,3.2,1.7,2016-10-18,17:05,A,20,5.0       ,293.4,64.3
9.642,-63.541,314.3,3.2,1.7,2016-10-18,17:05,A,45,5.0       ,294.2,44.3
-25.404,-51.318,315.3,1.4,1.2,2016-10-18,17:00,A,63,5.0       ,291.8,19.7
-25.003,-51.893,324.5,1.5,1.2,2016-10-18,17:00,A,78,5.0       ,291,35.7
-24.992,-51.894,352.5,1.5,1.2,2016-10-18,17:00,A,96,5.0       ,289,121.5
-24.993,-51.909,330.5,1.5,1.2,2016-10-18,17:00,A,83,5.0       ,288.7,48.4
-24.725,-51.07,311.9,1.3,1.1,2016-10-18,17:00,A,52,5.0       ,279.9,18.5
-23.538,-46.14,320.9,1.1,1,2016-10-18,17:00,A,69,5.0       ,295,15.1
-22.912,-43.729,319.4,1.4,1.2,2016-10-18,17:00,A,47,5.0       ,296.9,11.9
-23.407,-46.862,311,1,1,2016-10-18,17:00,A,33,5.0       ,276.8,8.8
-23.916,-51.859,327.1,1.4,1.2,2016-10-18,17:00,A,46,5.0       ,302.1,22
-23.665,-50.384,354.1,1.2,1.1,2016-10-18,17:00,A,97,5.0       ,283.5,93.1
-23.667,-50.395,332.3,1.2,1.1,2016-10-18,17:00,A,85,5.0       ,285.4,40
-23.509,-50.038,315.3,1.1,1.1,2016-10-18,17:00,A,63,5.0       ,291.1,8
-24.064,-56.22,317.3,2.9,1.6,2016-10-18,17:00,A,46,5.0       ,294.1,43.8
-5.483,-41.713,320.6,4.3,1.9,2016-10-18,12:30,T,73,5.0       ,300.2,62.1
-6.21,-38.168,327.6,2.2,1.4,2016-10-18,12:30,T,81,5.0       ,307.1,27.8
-6.511,-37.154,332.7,1.8,1.3,2016-10-18,12:30,T,85,5.0       ,306.8,39.8
-6.344,-38.315,327.7,2.2,1.4,2016-10-18,12:30,T,40,5.0       ,304.2,38.4
-6.008,-42.509,319.3,4.8,2,2016-10-18,12:30,T,59,5.0       ,297.3,72.4
-6.015,-42.467,321.6,4.7,2,2016-10-18,12:30,T,74,5.0       ,298.1,103.9
-6.013,-42.473,322.1,4.7,2,2016-10-18,12:30,T,75,5.0       ,298.1,109.8
-6.031,-42.475,319.7,4.7,2,2016-10-18,12:30,T,50,5.0       ,297.4,78.4
-7.641,-37.121,327.8,1.7,1.3,2016-10-18,12:30,T,81,5.0       ,308.4,23.9
-7.643,-37.105,330.8,1.7,1.3,2016-10-18,12:30,T,83,5.0       ,307.8,34
-7.015,-41.373,323.8,3.8,1.8,2016-10-18,12:30,T,77,5.0       ,299.6,78.9
-7.022,-41.382,324.2,3.8,1.8,2016-10-18,12:30,T,77,5.0       ,299.6,81.7
-15.058,-48.093,315.2,4.3,1.9,2016-10-18,14:15,T,0,5.0       ,287.9,87.2
-14.451,-53.545,325.8,1.6,1.3,2016-10-18,14:15,T,79,5.0       ,303.7,28.3
-13.059,-63.057,319.8,1.7,1.3,2016-10-18,14:15,T,43,5.0       ,301.7,24.2
-13.766,-58.995,322.4,1,1,2016-10-18,14:15,T,32,5.0       ,305.6,13.8
-14.36,-55.175,322,1.3,1.1,2016-10-18,14:15,T,73,5.0       ,302.2,15.3
-14.362,-55.164,325.9,1.3,1.1,2016-10-18,14:15,T,79,5.0       ,302.8,23.4
-13.311,-62.311,323.1,1.5,1.2,2016-10-18,14:15,T,59,5.0       ,300.4,17.4
