latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp
-1.101,-53.706,313.1,1.1,1,2016-10-18,14:10,T,27,5.0       ,299.5,8.8
-1.181,-54.044,319.8,1.1,1,2016-10-18,14:10,T,72,5.0       ,301.8,15.4
-1.182,-54.035,313.1,1.1,1,2016-10-18,14:10,T,52,5.0       ,298.5,7.3
-1.949,-49.54,310.8,2.1,1.4,2016-10-18,14:10,T,44,5.0       ,295.4,20.3
-2.517,-45.924,310.9,4.2,1.9,2016-10-18,14:10,T,0,5.0       ,290,61.2
-1.993,-50.403,322.6,1.8,1.3,2016-10-18,14:10,T,75,5.0       ,297,49.8
-2,-50.411,312,1.8,1.3,2016-10-18,14:10,T,21,5.0       ,294.6,18.1
-1.486,-54.093,320,1.1,1,2016-10-18,14:10,T,69,5.0       ,304,11.2
-1.353,-56.865,318.1,1.1,1,2016-10-18,14:10,T,69,5.0       ,303.2,12.3
-1.809,-54.467,325.4,1,1,2016-10-18,14:10,T,41,5.0       ,304.6,13.9
-1.81,-54.458,344.1,1,1,2016-10-18,14:10,T,92,5.0       ,303.2,45.9
-2.472,-49.917,311.4,2,1.4,2016-10-18,14:10,T,49,5.0       ,283.9,29.1
-1.834,-54.858,327,1,1,2016-10-18,14:10,T,80,5.0       ,302.5,18
-1.792,-55.583,318.9,1,1,2016-10-18,14:10,T,68,5.0       ,303.5,10.8
-2.344,-51.915,314.6,1.4,1.2,2016-10-18,14:10,T,49,5.0       ,298.3,15.8
-2.364,-51.821,315.3,1.4,1.2,2016-10-18,14:10,T,63,5.0       ,298.9,19.5
-2.855,-49.145,315.1,2.3,1.5,2016-10-18,14:10,T,63,5.0       ,289.7,36.6
-2.858,-49.124,312.6,2.3,1.5,2016-10-18,14:10,T,55,5.0       ,289.5,27.6
-3.526,-45.566,324.2,4.6,2,2016-10-18,14:10,T,77,5.0       ,292,163.7
-3.532,-45.524,316.8,4.6,2,2016-10-18,14:10,T,67,5.0       ,292.4,80.4
-1.401,-60.206,318.3,1.6,1.3,2016-10-18,14:10,T,40,5.0       ,297.9,20.8
-3.527,-45.571,322.2,4.6,2,2016-10-18,14:10,T,75,5.0       ,291.9,142.3
-3.532,-45.53,319.7,4.6,2,2016-10-18,14:10,T,71,5.0       ,292.4,112
-2.858,-51.881,335.3,1.4,1.2,2016-10-18,14:10,T,87,5.0       ,294.7,60.8
-2.859,-51.868,313.7,1.4,1.2,2016-10-18,14:10,T,20,5.0       ,294,11.8
-2.87,-51.869,316.4,1.4,1.2,2016-10-18,14:10,T,54,5.0       ,296.2,16.7
-2.403,-55.124,314.4,1,1,2016-10-18,14:10,T,46,5.0       ,298.4,9.2
-2.492,-54.894,320,1,1,2016-10-18,14:10,T,48,5.0       ,300.5,10
-3.199,-51.753,318.1,1.5,1.2,2016-10-18,14:10,T,69,5.0       ,283.9,31.4
-3.21,-51.755,312.3,1.5,1.2,2016-10-18,14:10,T,50,5.0       ,280.5,20.7
-3.423,-50.83,317.6,1.8,1.3,2016-10-18,14:10,T,48,5.0       ,292.4,28.2
-3.522,-50.261,340.8,2,1.4,2016-10-18,14:10,T,90,5.0       ,285.3,134.6
-3.532,-50.28,311.1,2,1.4,2016-10-18,14:10,T,35,5.0       ,283.2,27.5
-3.71,-49.102,314,2.4,1.5,2016-10-18,14:10,T,32,5.0       ,285.9,43.4
-3.634,-50.941,311.8,1.7,1.3,2016-10-18,14:10,T,51,5.0       ,283.7,18.8
-3.876,-50.611,314.4,1.9,1.3,2016-10-18,14:10,T,58,5.0       ,291.4,25.6
-4.484,-46.247,325,4.2,1.9,2016-10-18,14:10,T,73,5.0       ,295.8,126.1
-4.489,-46.208,333.7,4.3,1.9,2016-10-18,14:10,T,81,5.0       ,294.1,224.4
-3.369,-54.374,318.9,1.1,1,2016-10-18,14:10,T,55,5.0       ,296,14.6
-4.475,-46.212,326,4.3,1.9,2016-10-18,14:10,T,77,5.0       ,294.3,136.7
-4.492,-46.214,328.6,4.3,1.9,2016-10-18,14:10,T,77,5.0       ,294.2,160
-3.929,-50.539,310.9,1.9,1.3,2016-10-18,14:10,T,33,5.0       ,287.7,19.1
-3.469,-54.577,315.8,1.1,1,2016-10-18,14:10,T,64,5.0       ,296.2,10.4
-4.597,-49.193,323.8,2.5,1.5,2016-10-18,14:10,T,77,5.0       ,295.6,72.8
-4.6,-49.171,316.4,2.5,1.5,2016-10-18,14:10,T,66,5.0       ,294.6,39.6
-5.397,-46.191,320.3,4.4,1.9,2016-10-18,14:10,T,72,5.0       ,293.5,94.4
-5.398,-46.196,321.1,4.4,1.9,2016-10-18,14:10,T,74,5.0       ,293.6,102.1
-3.438,-61.377,317.8,1.9,1.3,2016-10-18,14:10,T,39,5.0       ,296.4,23
-5.769,-46.267,315.5,4.4,1.9,2016-10-18,14:10,T,42,5.0       ,296,66.9
-6.098,-46.792,315.6,4.1,1.9,2016-10-18,14:10,T,64,5.0       ,293.6,58.9
-5.789,-51.43,317.5,1.7,1.3,2016-10-18,14:10,T,66,5.0       ,296.6,25.6
-5.275,-56.077,316.5,1,1,2016-10-18,14:10,T,66,5.0       ,293.3,12.3
-5.276,-56.069,312.8,1,1,2016-10-18,14:10,T,56,5.0       ,292.9,8.3
-5.938,-52.894,316.3,1.4,1.2,2016-10-18,14:10,T,53,5.0       ,300.7,16.7
-6.285,-51.155,316,1.8,1.3,2016-10-18,14:10,T,60,5.0       ,296.7,26.2
-6.654,-52.449,319.6,1.5,1.2,2016-10-18,14:10,T,71,5.0       ,298.3,26.3
-6.798,-51.991,314.7,1.6,1.3,2016-10-18,14:10,T,58,5.0       ,297.4,19.5
-6.91,-51.446,316.3,1.8,1.3,2016-10-18,14:10,T,61,5.0       ,296.7,19.8
-6.367,-55.345,336.5,1,1,2016-10-18,14:10,T,88,5.0       ,300.1,39.4
-6.905,-51.451,314.6,1.8,1.3,2016-10-18,14:10,T,62,5.0       ,296.3,17
-7.717,-46.832,318.1,4.3,1.9,2016-10-18,14:10,T,63,5.0       ,294.9,70.3
-7.703,-46.836,317.1,4.3,1.9,2016-10-18,14:10,T,56,5.0       ,294.9,60.3
-6.496,-56.413,316,1,1,2016-10-18,14:10,T,65,5.0       ,300.8,11.2
-6.266,-58.017,317,1.1,1,2016-10-18,14:10,T,34,5.0       ,299.2,11.5
-7.331,-50.586,315.7,2.1,1.4,2016-10-18,14:10,T,64,5.0       ,298.9,29.8
-7.736,-47.571,317.3,3.7,1.8,2016-10-18,14:10,T,64,5.0       ,294.7,51.2
-6.323,-58.016,319.5,1.1,1,2016-10-18,14:10,T,36,5.0       ,299.3,14
-6.324,-58.006,319.8,1.1,1,2016-10-18,14:10,T,53,5.0       ,298.4,14.1
-5.965,-61.673,313.2,1.8,1.3,2016-10-18,14:10,T,50,5.0       ,299.1,18.3
-8.046,-47.661,317.8,3.7,1.8,2016-10-18,14:10,T,60,5.0       ,296.5,59.9
-7.015,-55.195,324.7,1.1,1,2016-10-18,14:10,T,64,5.0       ,305.9,18.7
-8.066,-47.141,318.8,4.1,1.9,2016-10-18,14:10,T,22,5.0       ,296.8,78
-6.548,-58.528,318.7,1.1,1,2016-10-18,14:10,T,33,5.0       ,300,12.4
-7,-57.673,318.5,1,1,2016-10-18,14:10,T,45,5.0       ,297.7,11.6
-7.392,-56.017,315.7,1,1,2016-10-18,14:10,T,27,5.0       ,300.2,10.2
-6.856,-59.851,310.7,1.3,1.1,2016-10-18,14:10,T,30,5.0       ,285.6,13.9
-6.981,-59.836,315.1,1.3,1.1,2016-10-18,14:10,T,30,5.0       ,292.4,12.4
-7.063,-59.439,319.6,1.2,1.1,2016-10-18,14:10,T,63,5.0       ,295,17.7
-6.803,-62.413,314.4,2,1.4,2016-10-18,14:10,T,51,5.0       ,296,22.4
-8.722,-50.411,319.9,2.3,1.5,2016-10-18,14:10,T,34,5.0       ,302.8,37.2
-9.082,-47.927,314.8,3.7,1.8,2016-10-18,14:10,T,52,5.0       ,293.7,63.4
-9.074,-47.932,315.9,3.7,1.8,2016-10-18,14:10,T,60,5.0       ,293.8,69.8
-8.231,-54.795,314.4,1.1,1.1,2016-10-18,14:10,T,61,5.0       ,300.3,11
-7.042,-62.727,316.2,2,1.4,2016-10-18,14:10,T,57,5.0       ,297.1,30.7
-8.813,-51.401,323.4,1.9,1.4,2016-10-18,14:10,T,76,5.0       ,299.1,45.8
-8.366,-54.795,318,1.1,1.1,2016-10-18,14:10,T,44,5.0       ,302.9,15
-8.817,-51.408,318,1.9,1.4,2016-10-18,14:10,T,42,5.0       ,299,26.7
-9.258,-48.689,319.7,3.2,1.7,2016-10-18,14:10,T,72,5.0       ,294.5,75.1
-9.256,-48.694,315.5,3.2,1.7,2016-10-18,14:10,T,42,5.0       ,294.2,47.7
-9.271,-48.697,314.3,3.2,1.7,2016-10-18,14:10,T,35,5.0       ,291.1,43.1
-8.503,-54.954,351.5,1.1,1.1,2016-10-18,14:10,T,96,5.0       ,299.3,78.6
-9.141,-50.903,313.2,2.1,1.4,2016-10-18,14:10,T,46,5.0       ,295.8,19.9
-9.214,-50.547,321.9,2.3,1.5,2016-10-18,14:10,T,69,5.0       ,298.5,37.3
-9.217,-50.526,322.8,2.3,1.5,2016-10-18,14:10,T,64,5.0       ,296.5,37
-9.214,-50.531,323.7,2.3,1.5,2016-10-18,14:10,T,70,5.0       ,297.5,39.3
-9.327,-50.175,320.3,2.5,1.5,2016-10-18,14:10,T,34,5.0       ,302.2,37.3
-9.418,-50.171,322,2.5,1.5,2016-10-18,14:10,T,46,5.0       ,303,41
-9.503,-49.734,320.4,2.7,1.6,2016-10-18,14:10,T,23,5.0       ,301.8,44.3
-9.304,-51.334,320.4,2,1.4,2016-10-18,14:10,T,70,5.0       ,298.7,36.1
-9.307,-51.34,315.2,2,1.4,2016-10-18,14:10,T,53,5.0       ,298.1,23.2
-9.309,-51.322,312.4,2,1.4,2016-10-18,14:10,T,37,5.0       ,297.9,15.9
-7.666,-62.927,317.5,2.1,1.4,2016-10-18,14:10,T,51,5.0       ,298.3,32.3
-9.544,-50.124,318.5,2.5,1.5,2016-10-18,14:10,T,58,5.0       ,298.2,37.9
-9.537,-50.13,317.8,2.5,1.5,2016-10-18,14:10,T,66,5.0       ,297.8,35.7
-9.539,-50.107,318.1,2.5,1.5,2016-10-18,14:10,T,57,5.0       ,298.1,38.4
-8.922,-54.972,319.6,1.1,1.1,2016-10-18,14:10,T,27,5.0       ,303.1,14
-9.431,-51.472,329,2,1.4,2016-10-18,14:10,T,81,5.0       ,300.2,65.2
-9.433,-51.455,319.4,2,1.4,2016-10-18,14:10,T,35,5.0       ,298.9,30.6
-9.45,-51.421,328.6,2,1.4,2016-10-18,14:10,T,82,5.0       ,300.4,58.9
-9.551,-50.656,320.4,2.3,1.5,2016-10-18,14:10,T,34,5.0       ,302,36.4
-9.673,-49.718,322.4,2.7,1.6,2016-10-18,14:10,T,42,5.0       ,302.7,52.8
-10.024,-47.025,318,4.4,1.9,2016-10-18,14:10,T,64,5.0       ,288.9,105.6
-9.454,-51.427,323.3,2,1.4,2016-10-18,14:10,T,68,5.0       ,301,38.3
-9.456,-51.409,319.8,2,1.4,2016-10-18,14:10,T,64,5.0       ,297.9,28.6
-9.677,-49.724,322.2,2.7,1.6,2016-10-18,14:10,T,51,5.0       ,302.8,54.5
-9.55,-50.966,318.5,2.1,1.4,2016-10-18,14:10,T,65,5.0       ,301,28.8
-10.026,-47.03,315.4,4.4,1.9,2016-10-18,14:10,T,39,5.0       ,288.9,81
-9.508,-51.487,318.2,2,1.4,2016-10-18,14:10,T,40,5.0       ,302.3,28
-9.829,-50.518,317.1,2.3,1.5,2016-10-18,14:10,T,27,5.0       ,300.9,31.2
-9.057,-56.718,316.6,1,1,2016-10-18,14:10,T,66,5.0       ,298.6,10.9
-9.405,-54.497,316.2,1.2,1.1,2016-10-18,14:10,T,59,5.0       ,302.6,13
-9.387,-54.719,319,1.2,1.1,2016-10-18,14:10,T,71,5.0       ,304.3,16
-9.117,-56.686,325,1,1,2016-10-18,14:10,T,69,5.0       ,303.6,19.8
-9.15,-56.589,320.8,1,1,2016-10-18,14:10,T,63,5.0       ,301.8,12.4
5.033,-52.591,325.6,1.1,1,2016-10-18,14:05,T,78,5.0       ,305.1,16.5
5.369,-55.606,319.3,1.1,1,2016-10-18,14:05,T,70,5.0       ,305.2,13.9
5.607,-57.681,321.7,1.4,1.2,2016-10-18,14:05,T,43,5.0       ,302.6,17.6
5.253,-58.123,318,1.5,1.2,2016-10-18,14:05,T,51,5.0       ,301.1,17.7
3.936,-51.853,319.6,1.2,1.1,2016-10-18,14:10,T,64,5.0       ,302.3,18.7
4.765,-58,316.6,1.4,1.2,2016-10-18,14:10,T,66,5.0       ,298.8,16.7
4.913,-60.061,316.7,2,1.4,2016-10-18,14:10,T,45,5.0       ,294.6,29.4
4.911,-60.069,317.5,2,1.4,2016-10-18,14:10,T,49,5.0       ,294.8,31.8
4.886,-60.824,312.1,2.3,1.5,2016-10-18,14:10,T,51,5.0       ,288.9,23.5
2.741,-50.906,326.2,1.4,1.2,2016-10-18,14:10,T,75,5.0       ,297.1,39.8
2.73,-51.046,322.8,1.4,1.2,2016-10-18,14:10,T,41,5.0       ,303.7,25.2
2.679,-51.035,317.2,1.4,1.2,2016-10-18,14:10,T,65,5.0       ,296.9,17.8
2.38,-51.021,315.4,1.4,1.2,2016-10-18,14:10,T,54,5.0       ,298.5,17.7
2.212,-50.873,327.4,1.4,1.2,2016-10-18,14:10,T,68,5.0       ,299.2,33.7
-9.483,-54.458,317.3,1.2,1.1,2016-10-18,14:10,T,58,5.0       ,303.3,14.2
-10.01,-50.531,329.9,2.4,1.5,2016-10-18,14:10,T,83,5.0       ,299.7,82.7
-9.879,-51.632,319.9,1.9,1.4,2016-10-18,14:10,T,53,5.0       ,300.8,33
-10.388,-47.749,317.4,3.9,1.8,2016-10-18,14:10,T,68,5.0       ,296.4,50.5
-9.252,-56.33,317.8,1,1,2016-10-18,14:10,T,33,5.0       ,300.9,11.5
-9.317,-55.873,317.3,1,1,2016-10-18,14:10,T,38,5.0       ,301.6,11.5
-9.883,-51.639,323.5,1.9,1.4,2016-10-18,14:10,T,67,5.0       ,299.9,44.9
-9.681,-53.613,318.2,1.4,1.2,2016-10-18,14:10,T,28,5.0       ,303.3,19.5
-9.114,-57.643,316.6,1,1,2016-10-18,14:10,T,38,5.0       ,299.9,10.2
-9.549,-54.639,314.9,1.2,1.1,2016-10-18,14:10,T,41,5.0       ,300.2,9.1
-9.132,-57.581,319.9,1,1,2016-10-18,14:10,T,34,5.0       ,300.2,13.6
-9.176,-57.412,322.7,1,1,2016-10-18,14:10,T,53,5.0       ,300.2,14.1
-9.183,-57.428,353,1,1,2016-10-18,14:10,T,97,5.0       ,301.2,71.6
-9.416,-55.825,318.4,1.1,1,2016-10-18,14:10,T,34,5.0       ,302.9,12.7
-9.394,-56.044,317.5,1,1,2016-10-18,14:10,T,23,5.0       ,302,11.4
-10.145,-50.689,318.7,2.3,1.5,2016-10-18,14:10,T,67,5.0       ,301.8,39.9
-9.249,-57.355,316.4,1,1,2016-10-18,14:10,T,57,5.0       ,299,8.2
-9.276,-57.294,321.1,1,1,2016-10-18,14:10,T,56,5.0       ,301.8,14.8
-14.089,-55.596,316.3,1.2,1.1,2016-10-18,14:15,T,66,5.0       ,301.5,13.4
-13.783,-57.826,321.9,1,1,2016-10-18,14:15,T,29,5.0       ,303.9,12.4
-14.103,-55.642,318.7,1.2,1.1,2016-10-18,14:15,T,34,5.0       ,302.5,13.2
-13.537,-59.597,317.2,1.1,1,2016-10-18,14:15,T,48,5.0       ,302.1,10.7
-15.057,-48.086,317.6,4.3,1.9,2016-10-18,14:15,T,36,5.0       ,289.4,106.6
-14.142,-55.587,317.9,1.2,1.1,2016-10-18,14:15,T,42,5.0       ,302.4,14.8
-14.151,-55.6,319.2,1.2,1.1,2016-10-18,14:15,T,68,5.0       ,302.9,16.3
-14.152,-55.589,318,1.2,1.1,2016-10-18,14:15,T,59,5.0       ,302,15
-21.689,-58.019,340.1,1.1,1,2016-10-18,14:15,T,90,5.0       ,307,40
-21.835,-58.41,333.5,1.1,1,2016-10-18,14:15,T,83,5.0       ,305.8,25.1
-21.836,-58.399,327.2,1.1,1,2016-10-18,14:15,T,53,5.0       ,306.5,14.8
-21.844,-58.411,358.8,1.1,1,2016-10-18,14:15,T,99,5.0       ,304.7,82.9
-21.845,-58.401,370.5,1.1,1,2016-10-18,14:15,T,100,5.0       ,306.6,121
-21.855,-58.402,322.4,1.1,1,2016-10-18,14:15,T,72,5.0       ,303.8,9.5
-22.527,-52.687,314.9,2.4,1.5,2016-10-18,14:15,T,62,5.0       ,280.6,32.1
-22.529,-52.663,317.2,2.4,1.5,2016-10-18,14:15,T,67,5.0       ,281.4,39.8
-21.945,-59.004,336.5,1,1,2016-10-18,14:15,T,88,5.0       ,309.9,30.5
-21.954,-59.006,321.4,1,1,2016-10-18,14:15,T,52,5.0       ,307,8.2
-22.08,-58.302,327.5,1.1,1,2016-10-18,14:15,T,81,5.0       ,304.8,17.9
-22.082,-58.292,328,1.1,1,2016-10-18,14:15,T,81,5.0       ,307.1,19
-22.192,-58.013,319.1,1.1,1,2016-10-18,14:15,T,63,5.0       ,304.1,8.7
-22.373,-58.312,317.3,1.1,1,2016-10-18,14:15,T,68,5.0       ,304.2,7.8
-22.194,-60.026,329.1,1,1,2016-10-18,14:15,T,82,5.0       ,302.9,16.6
-22.495,-57.88,320.5,1.1,1.1,2016-10-18,14:15,T,59,5.0       ,304.7,10
-22.516,-58.12,332.5,1.1,1,2016-10-18,14:15,T,76,5.0       ,308.6,26
-22.517,-58.109,333.6,1.1,1,2016-10-18,14:15,T,86,5.0       ,306.8,28.9
-22.53,-58.155,338.8,1.1,1,2016-10-18,14:15,T,89,5.0       ,308.2,36
-22.541,-58.221,326.1,1.1,1,2016-10-18,14:15,T,76,5.0       ,307.5,13
-22.542,-58.21,323.9,1.1,1,2016-10-18,14:15,T,51,5.0       ,306.5,10.1
-22.55,-58.222,336.6,1.1,1,2016-10-18,14:15,T,88,5.0       ,307,30.7
-22.626,-57.872,340.9,1.1,1.1,2016-10-18,14:15,T,90,5.0       ,304.9,47.8
-22.628,-57.861,327.9,1.1,1.1,2016-10-18,14:15,T,81,5.0       ,304.6,21.6
-22.631,-57.868,335.9,1.1,1.1,2016-10-18,14:15,T,87,5.0       ,304.3,37.6
-22.565,-58.646,341.9,1.1,1,2016-10-18,14:15,T,81,5.0       ,307.2,38.4
-22.592,-58.45,322,1.1,1,2016-10-18,14:15,T,56,5.0       ,305.5,8.6
-22.682,-57.92,326,1.1,1.1,2016-10-18,14:15,T,79,5.0       ,303.6,20.2
-22.606,-58.621,324,1.1,1,2016-10-18,14:15,T,60,5.0       ,306.4,11.7
-22.644,-58.737,327.4,1.1,1,2016-10-18,14:15,T,61,5.0       ,309.5,13.5
-22.767,-57.972,331.3,1.1,1.1,2016-10-18,14:15,T,84,5.0       ,304.9,27.7
-22.581,-59.897,328.4,1,1,2016-10-18,14:15,T,77,5.0       ,303.1,17.4
-22.87,-58.105,321.7,1.1,1.1,2016-10-18,14:15,T,74,5.0       ,304.5,11.4
-22.875,-58.101,326.4,1.1,1.1,2016-10-18,14:15,T,80,5.0       ,304.6,18.3
-22.934,-57.728,320.4,1.2,1.1,2016-10-18,14:15,T,72,5.0       ,303.7,12.8
-22.935,-57.716,319.4,1.2,1.1,2016-10-18,14:15,T,71,5.0       ,302.3,10.9
-22.85,-58.433,320.7,1.1,1,2016-10-18,14:15,T,73,5.0       ,304,10.3
-22.955,-57.639,318,1.2,1.1,2016-10-18,14:15,T,69,5.0       ,301.8,10
-23.001,-57.28,317.9,1.2,1.1,2016-10-18,14:15,T,69,5.0       ,301,10.9
-23.1,-56.563,317.2,1.3,1.1,2016-10-18,14:15,T,67,5.0       ,298.5,13.8
-23.102,-56.549,344.9,1.3,1.1,2016-10-18,14:15,T,93,5.0       ,299.5,79.1
-23.048,-57.382,322.3,1.2,1.1,2016-10-18,14:15,T,45,5.0       ,303.2,13.5
-22.983,-58.123,322.8,1.1,1.1,2016-10-18,14:15,T,76,5.0       ,304.3,12.6
-23.048,-58.741,322.1,1.1,1,2016-10-18,14:15,T,49,5.0       ,305.5,10.5
-23.05,-58.731,321.8,1.1,1,2016-10-18,14:15,T,58,5.0       ,306,10.9
-23.159,-57.933,331.3,1.1,1.1,2016-10-18,14:15,T,84,5.0       ,303.3,27.4
-23.889,-51.473,310.8,3.1,1.7,2016-10-18,14:15,T,32,5.0       ,280.4,42.8
-23.153,-58.151,325,1.1,1.1,2016-10-18,14:15,T,78,5.0       ,304.9,16.5
-23.155,-58.14,324.1,1.1,1.1,2016-10-18,14:15,T,77,5.0       ,304.2,15.3
-23.163,-58.152,340.2,1.1,1.1,2016-10-18,14:15,T,90,5.0       ,304.2,43.4
-23.164,-58.141,340.4,1.1,1.1,2016-10-18,14:15,T,90,5.0       ,304.4,44.4
-23.257,-58.061,330.3,1.1,1.1,2016-10-18,14:15,T,83,5.0       ,304.4,24.9
-23.299,-57.738,318.5,1.2,1.1,2016-10-18,14:15,T,59,5.0       ,301,9.1
-23.3,-57.726,331.7,1.2,1.1,2016-10-18,14:15,T,84,5.0       ,301.5,32
-23.485,-56.315,317.1,1.4,1.2,2016-10-18,14:15,T,62,5.0       ,299.5,18.4
-23.285,-58.065,322.5,1.1,1.1,2016-10-18,14:15,T,66,5.0       ,304.4,10.1
-23.707,-56.16,316.5,1.4,1.2,2016-10-18,14:15,T,62,5.0       ,294.1,16.5
-23.718,-56.161,316.4,1.4,1.2,2016-10-18,14:15,T,65,5.0       ,292.8,15.3
-23.441,-58.675,331.9,1.1,1,2016-10-18,14:15,T,79,5.0       ,306.5,20.7
-23.442,-58.665,327.8,1.1,1,2016-10-18,14:15,T,74,5.0       ,306.4,15.4
-23.45,-58.677,328.5,1.1,1,2016-10-18,14:15,T,70,5.0       ,307.3,15.1
-23.451,-58.666,352.8,1.1,1,2016-10-18,14:15,T,96,5.0       ,308.8,66.9
-23.453,-58.656,328.3,1.1,1,2016-10-18,14:15,T,79,5.0       ,306.2,16.5
-23.461,-58.668,354.6,1.1,1,2016-10-18,14:15,T,97,5.0       ,307.1,71.9
-23.462,-58.657,327.7,1.1,1,2016-10-18,14:15,T,80,5.0       ,305.3,15.7
-23.499,-58.737,328.8,1.1,1,2016-10-18,14:15,T,82,5.0       ,304.1,18.9
-23.565,-58.249,321.2,1.1,1.1,2016-10-18,14:15,T,60,5.0       ,304.5,9.5
-23.568,-58.227,326.7,1.1,1.1,2016-10-18,14:15,T,79,5.0       ,305.8,17.7
-23.577,-58.229,322.5,1.1,1.1,2016-10-18,14:15,T,43,5.0       ,303.7,11.8
-23.549,-59.424,374.5,1,1,2016-10-18,14:15,T,100,5.0       ,304.9,128.9
-24.037,-55.575,317.7,1.6,1.2,2016-10-18,14:15,T,66,5.0       ,297.3,15.6
-23.706,-58.633,322.7,1.1,1,2016-10-18,14:15,T,75,5.0       ,306.5,10.3
-23.707,-58.622,325.3,1.1,1,2016-10-18,14:15,T,78,5.0       ,305.4,14.2
-23.802,-58.458,341.8,1.1,1,2016-10-18,14:15,T,91,5.0       ,305.7,44.1
-23.804,-58.447,358.7,1.1,1,2016-10-18,14:15,T,99,5.0       ,306.6,87.6
-23.872,-58.332,332.8,1.1,1.1,2016-10-18,14:15,T,84,5.0       ,307.7,25.8
-24.01,-57.336,316.2,1.2,1.1,2016-10-18,14:15,T,54,5.0       ,300.8,9.6
-24.012,-57.323,319.9,1.2,1.1,2016-10-18,14:15,T,72,5.0       ,301.1,15.5
-24.013,-57.311,317.9,1.2,1.1,2016-10-18,14:15,T,69,5.0       ,301.5,12.2
-23.913,-58.316,351,1.1,1.1,2016-10-18,14:15,T,96,5.0       ,311.5,59.3
-23.914,-58.305,344.9,1.1,1.1,2016-10-18,14:15,T,93,5.0       ,307.1,45.5
-23.924,-58.307,337.9,1.1,1.1,2016-10-18,14:15,T,88,5.0       ,308.2,31.5
-23.925,-58.296,340.9,1.1,1.1,2016-10-18,14:15,T,90,5.0       ,307.2,40
-23.933,-58.308,328,1.1,1.1,2016-10-18,14:15,T,42,5.0       ,306.8,13.7
-24.145,-56.75,330.7,1.3,1.1,2016-10-18,14:15,T,83,5.0       ,297.1,40.8
-24.141,-56.755,320.2,1.3,1.1,2016-10-18,14:15,T,72,5.0       ,297.1,19.9
-23.886,-58.914,339.3,1.1,1,2016-10-18,14:15,T,89,5.0       ,303.4,40.8
-23.93,-58.588,332.1,1.1,1,2016-10-18,14:15,T,84,5.0       ,306,24.7
-23.933,-58.567,339.1,1.1,1,2016-10-18,14:15,T,89,5.0       ,307.6,37.5
-23.934,-58.556,327,1.1,1,2016-10-18,14:15,T,80,5.0       ,306.5,15.2
-24.09,-58.691,326,1.1,1,2016-10-18,14:15,T,73,5.0       ,303.7,16.6
-24.201,-58.142,326.7,1.1,1.1,2016-10-18,14:15,T,80,5.0       ,301.2,19.7
-24.211,-58.29,350.5,1.1,1.1,2016-10-18,14:15,T,95,5.0       ,305.6,70.4
-24.212,-58.279,327.1,1.1,1.1,2016-10-18,14:15,T,80,5.0       ,304.4,20.4
-24.291,-57.759,320.5,1.2,1.1,2016-10-18,14:15,T,56,5.0       ,300,9.9
-24.302,-57.767,321,1.2,1.1,2016-10-18,14:15,T,65,5.0       ,301.5,10.3
-24.232,-58.456,323.8,1.1,1,2016-10-18,14:15,T,77,5.0       ,308.3,15.1
-24.372,-57.937,333,1.2,1.1,2016-10-18,14:15,T,85,5.0       ,300.8,32.9
-12.104,-56.454,322.3,1,1,2016-10-18,14:10,T,26,5.0       ,300.9,13.9
-12.78,-51.368,329.9,2.2,1.4,2016-10-18,14:10,T,67,5.0       ,302.7,44.5
-11.993,-57.352,322.2,1,1,2016-10-18,14:10,T,29,5.0       ,304,14.7
-11.969,-57.581,315.9,1,1,2016-10-18,14:10,T,65,5.0       ,300.8,10.6
-12.549,-53.403,319,1.6,1.2,2016-10-18,14:10,T,51,5.0       ,303.5,21
-12.115,-56.64,334.8,1,1,2016-10-18,14:10,T,86,5.0       ,302.6,29.6
-12.116,-56.63,332.4,1,1,2016-10-18,14:10,T,71,5.0       ,301.5,25
-13.184,-48.258,329.8,3.9,1.8,2016-10-18,14:10,T,83,5.0       ,291.1,192
-12.66,-52.727,323.6,1.8,1.3,2016-10-18,14:10,T,62,5.0       ,300.7,36.4
-12.662,-52.711,325.3,1.8,1.3,2016-10-18,14:10,T,46,5.0       ,300.9,38.9
-11.76,-59.166,318.3,1.1,1,2016-10-18,14:10,T,69,5.0       ,302.6,13
-12.039,-57.293,319.8,1,1,2016-10-18,14:10,T,41,5.0       ,302.1,13
-12.345,-55.151,320,1.2,1.1,2016-10-18,14:10,T,72,5.0       ,305.1,16.9
-12.672,-52.729,323.9,1.8,1.3,2016-10-18,14:10,T,68,5.0       ,302.5,38.1
-12.066,-57.165,318,1,1,2016-10-18,14:10,T,52,5.0       ,301.6,11.7
-12.026,-57.503,319.2,1,1,2016-10-18,14:10,T,71,5.0       ,302.3,14.9
-12.025,-57.577,321,1,1,2016-10-18,14:10,T,49,5.0       ,304,15.1
-12.093,-57.232,319,1,1,2016-10-18,14:10,T,70,5.0       ,302.4,13.3
-12.095,-57.223,318.4,1,1,2016-10-18,14:10,T,69,5.0       ,301.2,12.7
-12.02,-57.856,317.3,1,1,2016-10-18,14:10,T,68,5.0       ,302.4,10.4
-12.418,-55.067,323.9,1.2,1.1,2016-10-18,14:10,T,44,5.0       ,306.2,19.9
-11.207,-63.195,326,1.9,1.3,2016-10-18,14:10,T,48,5.0       ,299.6,41.2
